p, k, b/c, n, result
0.02,3.62,2.5, 34, 0
0.02,3.9,2.5, 17, 0
0.02,4.14,2.5, 1797, 0
0.02,3.9,2.5, 197, 0
0.02,3.74,2.5, 281, 0
0.02,4.04,2.5, 24, 0
0.02,4.22,2.5, 53, 0
0.02,3.72,2.5, 130, 0
0.02,4.12,2.5, 52, 0
0.02,3.94,2.5, 2, 0
0.02,4.0,2.5, 66, 0
0.02,3.6,2.5, 309, 0
0.02,3.86,2.5, 690, 0
0.02,4.1,2.5, 17, 0
0.02,3.96,2.5, 514, 0
0.02,4.0,2.5, 50, 0
0.02,3.9,2.5, 456, 0
0.02,4.08,2.5, 164, 0
0.02,3.72,2.5, 28, 0
0.02,3.92,2.5, 201, 0
0.02,4.24,2.5, 10, 0
0.02,3.76,2.5, 35, 0
0.02,3.6,2.5, 2, 0
0.02,3.86,2.5, 259, 0
0.02,3.86,2.5, 4315, 0
0.02,3.94,2.5, 38, 0
0.02,3.88,2.5, 140, 0
0.02,3.86,2.5, 577, 0
0.02,3.82,2.5, 33, 0
0.02,4.26,2.5, 111, 0
0.02,4.12,2.5, 385, 0
0.02,3.72,2.5, 13, 0
0.02,3.92,2.5, 211, 0
0.02,3.62,2.5, 56, 0
0.02,4.08,2.5, 93, 0
0.02,3.72,2.5, 178, 0
0.02,4.12,2.5, 262, 0
0.02,3.84,2.5, 836, 0
0.02,4.08,2.5, 30, 0
0.02,3.84,2.5, 145, 0
0.02,3.9,2.5, 238, 0
0.02,3.9,2.5, 6, 0
0.02,3.88,2.5, 38, 0
0.02,4.02,2.5, 63, 0
0.02,4.12,2.5, 1, 0
0.02,3.96,2.5, 79, 0
0.02,3.86,2.5, 616, 0
0.02,3.84,2.5, 278, 0
0.02,4.1,2.5, 107, 0
0.02,3.76,2.5, 4, 0
0.02,4.06,2.5, 889, 0
0.02,3.88,2.5, 623, 0
0.02,3.7,2.5, 22, 0
0.02,3.9,2.5, 11, 0
0.02,4.3,2.5, 6093, 100
0.02,4.08,2.5, 38, 0
0.02,3.9,2.5, 25, 0
0.02,3.54,2.5, 226, 0
0.02,3.54,2.5, 529, 0
0.02,3.48,2.5, 7, 0
0.02,3.74,2.5, 183, 0
0.02,4.26,2.5, 34, 0
0.02,4.14,2.5, 55, 0
0.02,3.78,2.5, 93, 0
0.02,3.96,2.5, 124, 0
0.02,4.04,2.5, 40, 0
0.02,3.72,2.5, 234, 0
0.02,3.82,2.5, 497, 0
0.02,3.94,2.5, 112, 0
0.02,4.06,2.5, 515, 0
0.02,3.74,2.5, 56, 0
0.02,3.58,2.5, 29, 0
0.02,3.64,2.5, 59, 0
0.02,3.8,2.5, 121, 0
0.02,3.94,2.5, 244, 0
0.02,3.88,2.5, 103, 0
0.02,3.8,2.5, 180, 0
0.02,4.1,2.5, 476, 0
0.02,3.52,2.5, 84, 0
0.02,3.92,2.5, 77, 0
0.02,3.74,2.5, 110, 0
0.02,3.56,2.5, 2, 0
0.02,3.82,2.5, 2700, 0
0.02,4.06,2.5, 3214, 0
0.02,4.1,2.5, 20, 0
0.02,3.92,2.5, 94, 0
0.02,3.92,2.5, 277, 0
0.02,4.02,2.5, 32, 0
0.02,3.9,2.5, 154, 0
0.02,4.08,2.5, 30, 0
0.02,4.16,2.5, 69, 0
0.02,4.1,2.5, 797, 0
0.02,3.76,2.5, 126, 0
0.02,3.74,2.5, 588, 0
0.02,3.74,2.5, 79, 0
0.02,4.14,2.5, 2, 0
0.02,3.76,2.5, 666, 0
0.02,3.68,2.5, 21, 0
0.02,3.9,2.5, 444, 0
0.02,3.8,2.5, 20, 0
0.02,3.94,2.5, 1070, 0
0.02,4.02,2.5, 118, 0
0.02,3.52,2.5, 179, 0
0.02,4.2,2.5, 47, 0
0.02,3.92,2.5, 8969, 0
0.02,3.9,2.5, 2049, 0
0.02,4.02,2.5, 62, 0
0.02,4.04,2.5, 123, 0
0.02,4.36,2.5, 1, 0
0.02,3.62,2.5, 17, 0
0.02,3.84,2.5, 2, 0
0.02,3.84,2.5, 1247, 0
0.02,3.66,2.5, 530, 0
0.02,4.16,2.5, 349, 0
0.02,4.2,2.5, 13, 0
0.02,3.94,2.5, 136, 0
0.02,4.0,2.5, 385, 0
0.02,3.68,2.5, 77, 0
0.02,4.24,2.5, 87, 0
0.02,3.42,2.5, 768, 0
0.02,3.94,2.5, 88, 0
