p, k, b/c, n, result
0.04,5.88,6.0, 93, 0
0.04,5.2,6.0, 20, 0
0.04,6.06,6.0, 9, 0
0.04,6.3,6.0, 6, 0
0.04,6.38,6.0, 82, 0
0.04,5.76,6.0, 145, 0
0.04,5.98,6.0, 43, 0
0.04,5.42,6.0, 367, 0
0.04,5.82,6.0, 628, 0
0.04,5.84,6.0, 54, 0
0.04,5.52,6.0, 7, 0
0.04,5.94,6.0, 88, 0
0.04,5.6,6.0, 71, 0
0.04,5.6,6.0, 74, 0
0.04,5.62,6.0, 380, 0
0.04,5.4,6.0, 91, 0
0.04,6.0,6.0, 511, 0
0.04,5.92,6.0, 51, 0
0.04,5.16,6.0, 5, 0
0.04,5.78,6.0, 157, 0
0.04,5.92,6.0, 59, 0
0.04,5.92,6.0, 524, 0
0.04,5.52,6.0, 491, 0
0.04,5.92,6.0, 78, 0
0.04,5.68,6.0, 273, 0
0.04,6.26,6.0, 58, 0
0.04,6.08,6.0, 22, 0
0.04,5.8,6.0, 8, 0
0.04,6.04,6.0, 147, 0
0.04,5.58,6.0, 71, 0
0.04,5.84,6.0, 187, 0
0.04,6.24,6.0, 118, 0
0.04,5.76,6.0, 9, 0
0.04,5.64,6.0, 102, 0
0.04,5.84,6.0, 36, 0
0.04,6.1,6.0, 104, 0
0.04,5.64,6.0, 38, 0
0.04,5.66,6.0, 274, 0
0.04,5.66,6.0, 1015, 0
0.04,5.76,6.0, 54, 0
0.04,5.74,6.0, 97, 0
0.04,6.42,6.0, 23, 0
0.04,5.66,6.0, 562, 0
0.04,5.42,6.0, 48, 0
0.04,6.16,6.0, 113, 0
0.04,5.7,6.0, 18, 0
0.04,6.02,6.0, 16, 0
0.04,6.32,6.0, 15, 0
0.04,5.06,6.0, 659, 0
0.04,5.98,6.0, 120, 0
0.04,5.8,6.0, 125, 0
0.04,5.98,6.0, 45, 0
0.04,5.84,6.0, 405, 0
0.04,5.96,6.0, 232, 0
0.04,5.68,6.0, 565, 0
0.04,5.54,6.0, 732, 0
0.04,5.66,6.0, 4302, 0
0.04,5.94,6.0, 61, 0
0.04,5.9,6.0, 208, 0
0.04,5.6,6.0, 2, 0
0.04,5.68,6.0, 21, 0
0.04,6.36,6.0, 118, 0
0.04,6.14,6.0, 856, 0
0.04,6.08,6.0, 34, 0
0.04,6.0,6.0, 1, 0
0.04,5.9,6.0, 138, 0
0.04,5.92,6.0, 36, 0
0.04,5.82,6.0, 59, 0
0.04,5.48,6.0, 116, 0
0.04,6.2,6.0, 732, 0
0.04,6.0,6.0, 9, 0
0.04,5.32,6.0, 80, 0
0.04,5.42,6.0, 29, 0
0.04,6.08,6.0, 1335, 0
0.04,5.82,6.0, 172, 0
0.04,6.3,6.0, 239, 0
0.04,6.6,6.0, 192, 0
0.04,5.66,6.0, 632, 0
0.04,5.8,6.0, 766, 0
0.04,6.04,6.0, 14, 0
0.04,6.2,6.0, 123, 0
0.04,5.62,6.0, 2, 0
0.04,5.88,6.0, 250, 0
0.04,5.86,6.0, 167, 0
0.04,5.78,6.0, 32, 0
0.04,6.16,6.0, 30, 0
0.04,6.22,6.0, 115, 0
0.04,5.98,6.0, 22, 0
0.04,6.44,6.0, 9, 0
0.04,5.58,6.0, 5, 0
0.04,5.64,6.0, 126, 0
0.04,6.24,6.0, 2, 0
0.04,5.92,6.0, 705, 0
0.04,5.96,6.0, 8, 0
0.04,6.18,6.0, 2583, 0
0.04,5.94,6.0, 53, 0
0.04,5.88,6.0, 28, 0
0.04,5.76,6.0, 106, 0
0.04,5.8,6.0, 165, 0
0.04,6.36,6.0, 4, 0
0.04,5.76,6.0, 144, 0
0.04,5.58,6.0, 18, 0
0.04,6.02,6.0, 95, 0
0.04,6.08,6.0, 112, 0
0.04,5.9,6.0, 16, 0
0.04,5.7,6.0, 267, 0
0.04,5.72,6.0, 187, 0
0.04,6.02,6.0, 4354, 0
0.04,5.98,6.0, 5, 0
0.04,6.02,6.0, 60, 0
0.04,6.04,6.0, 30, 0
0.04,5.82,6.0, 1, 0
0.04,6.2,6.0, 55, 0
0.04,6.1,6.0, 67, 0
0.04,6.06,6.0, 18, 0
0.04,6.36,6.0, 104, 0
0.04,5.88,6.0, 143, 0
0.04,6.08,6.0, 86, 0
0.04,5.48,6.0, 212, 0
0.04,5.82,6.0, 47, 0
0.04,5.1,6.0, 310, 0
0.04,6.06,6.0, 65, 0
