p, k, b/c, n, result
0.04,6.0,4.5, 34, 0
0.04,6.26,4.5, 947, 0
0.04,6.06,4.5, 82, 0
0.04,6.02,4.5, 121, 0
0.04,6.1,4.5, 50, 0
0.04,5.74,4.5, 30, 0
0.04,5.72,4.5, 2, 0
0.04,5.74,4.5, 45, 0
0.04,5.72,4.5, 42, 0
0.04,5.84,4.5, 25, 0
0.04,5.62,4.5, 14, 0
0.04,5.64,4.5, 20, 0
0.04,5.56,4.5, 11, 0
0.04,6.14,4.5, 619, 0
0.04,5.66,4.5, 110, 0
0.04,6.1,4.5, 107, 0
0.04,6.24,4.5, 139, 0
0.04,6.04,4.5, 391, 0
0.04,5.94,4.5, 4, 0
0.04,5.94,4.5, 150, 0
0.04,5.36,4.5, 9, 0
0.04,5.98,4.5, 427, 0
0.04,6.08,4.5, 1924, 0
0.04,5.64,4.5, 715, 0
0.04,5.88,4.5, 5955, 0
0.04,6.34,4.5, 158, 0
0.04,6.3,4.5, 445, 0
0.04,5.86,4.5, 27, 0
0.04,5.92,4.5, 140, 0
0.04,5.74,4.5, 18, 0
0.04,5.68,4.5, 109, 0
0.04,5.68,4.5, 91, 0
0.04,6.14,4.5, 198, 0
0.04,5.56,4.5, 347, 0
0.04,5.78,4.5, 4, 0
0.04,5.88,4.5, 57, 0
0.04,5.72,4.5, 15, 0
0.04,5.5,4.5, 138, 0
0.04,5.82,4.5, 104, 0
0.04,5.74,4.5, 42, 0
0.04,5.8,4.5, 529, 0
0.04,6.34,4.5, 18, 0
0.04,5.72,4.5, 1571, 0
0.04,6.04,4.5, 179, 0
0.04,6.14,4.5, 1043, 0
0.04,6.18,4.5, 1176, 0
0.04,6.18,4.5, 39, 0
0.04,6.02,4.5, 100, 0
0.04,5.82,4.5, 32, 0
0.04,5.82,4.5, 160, 0
0.04,5.34,4.5, 1450, 0
0.04,5.54,4.5, 945, 0
0.04,6.14,4.5, 64, 0
0.04,5.9,4.5, 1, 0
0.04,5.8,4.5, 322, 0
0.04,6.04,4.5, 9, 0
0.04,5.92,4.5, 49, 0
0.04,5.92,4.5, 26, 0
0.04,5.94,4.5, 3, 0
0.04,6.16,4.5, 1710, 0
0.04,5.9,4.5, 25, 0
0.04,6.14,4.5, 69, 0
0.04,5.78,4.5, 135, 0
0.04,5.78,4.5, 115, 0
0.04,5.92,4.5, 47, 0
0.04,6.0,4.5, 177, 0
0.04,5.96,4.5, 113, 0
0.04,5.82,4.5, 15, 0
0.04,5.74,4.5, 6231, 0
0.04,5.96,4.5, 712, 0
0.04,5.56,4.5, 1015, 0
0.04,5.4,4.5, 13, 0
0.04,6.4,4.5, 123, 0
0.04,5.9,4.5, 395, 0
0.04,5.8,4.5, 52, 0
0.04,6.34,4.5, 76, 0
0.04,5.92,4.5, 257, 0
0.04,5.82,4.5, 57, 0
0.04,5.7,4.5, 197, 0
0.04,5.88,4.5, 260, 0
0.04,5.96,4.5, 115, 0
0.04,6.0,4.5, 261, 0
0.04,5.64,4.5, 111, 0
0.04,5.9,4.5, 90, 0
0.04,5.26,4.5, 237, 0
0.04,5.66,4.5, 152, 0
0.04,6.06,4.5, 217, 0
0.04,5.9,4.5, 166, 0
0.04,5.94,4.5, 2440, 0
0.04,5.5,4.5, 125, 0
0.04,5.56,4.5, 41, 0
0.04,5.46,4.5, 9, 0
0.04,5.78,4.5, 998, 0
0.04,5.54,4.5, 353, 0
0.04,5.76,4.5, 307, 0
0.04,5.64,4.5, 7876, 0
0.04,6.14,4.5, 6, 0
0.04,5.6,4.5, 2350, 0
0.04,5.96,4.5, 524, 0
0.04,5.44,4.5, 656, 0
0.04,5.98,4.5, 214, 0
0.04,5.98,4.5, 264, 0
0.04,6.1,4.5, 194, 0
0.04,6.1,4.5, 225, 0
0.04,5.96,4.5, 154, 0
0.04,5.52,4.5, 753, 0
0.04,6.04,4.5, 424, 0
0.04,5.86,4.5, 25, 0
0.04,5.5,4.5, 102, 0
0.04,5.7,4.5, 175, 0
0.04,6.0,4.5, 41, 0
0.04,5.66,4.5, 64, 0
0.04,6.16,4.5, 44, 0
0.04,5.58,4.5, 55, 0
0.04,5.8,4.5, 294, 0
0.04,6.08,4.5, 11, 0
0.04,5.94,4.5, 959, 0
0.04,5.66,4.5, 120, 0
0.04,5.6,4.5, 177, 0
0.04,5.58,4.5, 3543, 0
0.04,5.68,4.5, 362, 0
0.04,5.92,4.5, 164, 0
0.04,6.42,4.5, 32, 0
0.04,5.78,4.5, 51, 0
0.04,5.86,4.5, 8, 0
0.04,5.66,4.5, 257, 0
0.04,5.74,4.5, 16, 0
0.04,6.14,4.5, 195, 0
0.04,5.36,4.5, 6, 0
0.04,6.04,4.5, 252, 0
0.04,6.1,4.5, 91, 0
0.04,6.14,4.5, 184, 0
0.04,5.62,4.5, 14, 0
0.04,5.84,4.5, 4, 0
0.04,5.78,4.5, 209, 0
0.04,5.84,4.5, 638, 0
0.04,5.92,4.5, 5637, 0
0.04,5.98,4.5, 535, 0
0.04,5.46,4.5, 25, 0
0.04,5.74,4.5, 284, 0
0.04,5.9,4.5, 80, 0
0.04,5.94,4.5, 273, 0
0.04,5.62,4.5, 82, 0
0.04,5.92,4.5, 8820, 0
0.04,5.9,4.5, 48, 0
0.04,5.94,4.5, 162, 0
0.04,5.3,4.5, 113, 0
0.04,6.36,4.5, 2265, 0
0.04,6.36,4.5, 111, 0
0.04,5.86,4.5, 782, 0
0.04,5.52,4.5, 2784, 0
0.04,6.04,4.5, 75, 0
0.04,6.1,4.5, 23, 0
0.04,6.22,4.5, 103, 0
0.04,5.96,4.5, 2354, 0
0.04,6.02,4.5, 103, 0
0.04,5.86,4.5, 861, 0
0.04,5.94,4.5, 111, 0
0.04,6.0,4.5, 119, 0
0.04,5.6,4.5, 435, 0
0.04,6.1,4.5, 5, 0
0.04,5.42,4.5, 66, 0
0.04,5.5,4.5, 281, 0
0.04,5.56,4.5, 1616, 0
0.04,5.82,4.5, 4, 0
0.04,5.54,4.5, 201, 0
0.04,5.92,4.5, 293, 0
0.04,5.72,4.5, 1543, 0
0.04,6.56,4.5, 96, 0
0.04,5.98,4.5, 29, 0
0.04,5.9,4.5, 391, 0
0.04,5.68,4.5, 581, 0
0.04,5.62,4.5, 47, 0
0.04,6.06,4.5, 72, 0
0.04,6.16,4.5, 58, 0
0.04,6.68,4.5, 419, 0
0.04,5.68,4.5, 8982, 0
0.04,6.02,4.5, 30, 0
0.04,5.66,4.5, 81, 0
0.04,6.04,4.5, 4, 0
0.04,6.24,4.5, 24, 0
0.04,5.68,4.5, 122, 0
0.04,5.76,4.5, 22, 0
0.04,5.68,4.5, 5678, 0
0.04,6.12,4.5, 71, 0
0.04,5.86,4.5, 23, 0
0.04,5.68,4.5, 369, 0
0.04,5.84,4.5, 29, 0
0.04,6.26,4.5, 590, 0
0.04,5.78,4.5, 593, 0
0.04,6.38,4.5, 489, 0
0.04,5.82,4.5, 42, 0
0.04,6.16,4.5, 77, 0
0.04,5.84,4.5, 58, 0
0.04,6.3,4.5, 365, 0
0.04,5.64,4.5, 59, 0
0.04,6.08,4.5, 84, 0
0.04,5.76,4.5, 82, 0
0.04,6.0,4.5, 91, 0
0.04,5.82,4.5, 70, 0
0.04,5.82,4.5, 22, 0
0.04,5.42,4.5, 311, 0
0.04,5.84,4.5, 172, 0
0.04,6.02,4.5, 518, 0
0.04,5.42,4.5, 40, 0
0.04,5.9,4.5, 15, 0
0.04,5.54,4.5, 137, 0
0.04,5.74,4.5, 1670, 0
0.04,5.46,4.5, 316, 0
0.04,5.88,4.5, 627, 0
0.04,5.82,4.5, 34, 0
0.04,5.92,4.5, 342, 0
0.04,6.0,4.5, 41, 0
0.04,6.04,4.5, 48, 0
0.04,5.84,4.5, 47, 0
0.04,5.8,4.5, 288, 0
0.04,5.88,4.5, 328, 0
0.04,5.64,4.5, 378, 0
0.04,5.88,4.5, 556, 0
0.04,6.12,4.5, 9100, 100
0.04,5.98,4.5, 30, 0
0.04,5.72,4.5, 200, 0
0.04,6.32,4.5, 5, 0
0.04,6.22,4.5, 33, 0
0.04,5.7,4.5, 134, 0
0.04,5.84,4.5, 39, 0
0.04,5.22,4.5, 3560, 0
0.04,6.04,4.5, 66, 0
0.04,5.88,4.5, 85, 0
0.04,5.88,4.5, 219, 0
0.04,6.32,4.5, 182, 0
0.04,5.54,4.5, 92, 0
0.04,5.84,4.5, 25, 0
0.04,5.82,4.5, 138, 0
0.04,6.38,4.5, 493, 0
0.04,5.94,4.5, 99, 0
0.04,6.18,4.5, 6, 0
0.04,5.82,4.5, 64, 0
0.04,5.94,4.5, 12, 0
0.04,5.92,4.5, 4, 0
0.04,5.7,4.5, 186, 0
0.04,5.44,4.5, 563, 0
0.04,5.64,4.5, 205, 0
0.04,6.12,4.5, 74, 0
0.04,5.96,4.5, 19, 0
0.04,5.72,4.5, 26, 0
0.04,5.48,4.5, 6, 0
0.04,5.86,4.5, 188, 0
0.04,6.14,4.5, 22, 0
0.04,5.56,4.5, 33, 0
0.04,6.14,4.5, 560, 0
0.04,5.74,4.5, 158, 0
0.04,5.66,4.5, 79, 0
0.04,6.12,4.5, 18, 0
0.04,5.5,4.5, 12, 0
0.04,5.34,4.5, 7, 0
0.04,5.82,4.5, 109, 0
0.04,5.6,4.5, 37, 0
0.04,5.94,4.5, 4, 0
0.04,5.9,4.5, 22, 0
0.04,5.68,4.5, 71, 0
0.04,5.96,4.5, 260, 0
0.04,5.76,4.5, 31, 0
0.04,5.94,4.5, 100, 0
0.04,6.04,4.5, 72, 0
0.04,5.86,4.5, 112, 0
0.04,5.9,4.5, 2715, 0
0.04,5.44,4.5, 341, 0
0.04,5.84,4.5, 293, 0
0.04,6.28,4.5, 21, 0
0.04,6.12,4.5, 11, 0
0.04,6.06,4.5, 2728, 0
0.04,6.02,4.5, 1072, 0
0.04,5.88,4.5, 3, 0
0.04,5.56,4.5, 21, 0
0.04,5.86,4.5, 416, 0
0.04,5.92,4.5, 11, 0
0.04,5.82,4.5, 127, 0
0.04,5.98,4.5, 411, 0
0.04,5.88,4.5, 555, 0
0.04,6.3,4.5, 3315, 0
0.04,5.4,4.5, 26, 0
0.04,5.78,4.5, 272, 0
0.04,6.04,4.5, 116, 0
0.04,5.44,4.5, 64, 0
0.04,6.28,4.5, 6, 0
0.04,5.9,4.5, 1443, 0
0.04,5.86,4.5, 22, 0
0.04,5.68,4.5, 135, 0
0.04,5.72,4.5, 59, 0
0.04,6.4,4.5, 522, 0
0.04,5.94,4.5, 3, 0
0.04,5.96,4.5, 15214, 0
0.04,6.1,4.5, 57, 0
0.04,5.6,4.5, 715, 0
0.04,6.08,4.5, 144, 0
0.04,5.94,4.5, 97, 0
0.04,5.88,4.5, 363, 0
0.04,6.02,4.5, 26, 0
0.04,6.2,4.5, 865, 0
0.04,5.8,4.5, 1125, 0
0.04,5.86,4.5, 53, 0
0.04,6.06,4.5, 86, 0
0.04,5.5,4.5, 20, 0
0.04,5.52,4.5, 3, 0
0.04,5.94,4.5, 464, 0
0.04,5.92,4.5, 12, 0
0.04,5.54,4.5, 332, 0
0.04,5.9,4.5, 14, 0
0.04,5.68,4.5, 1039, 0
0.04,5.84,4.5, 54, 0
0.04,5.88,4.5, 599, 0
0.04,5.78,4.5, 77, 0
0.04,5.8,4.5, 47, 0
0.04,6.32,4.5, 205, 0
0.04,5.8,4.5, 153, 0
0.04,5.42,4.5, 71, 0
0.04,5.88,4.5, 103, 0
0.04,6.18,4.5, 24, 0
0.04,5.86,4.5, 738, 0
0.04,6.18,4.5, 55, 0
0.04,5.92,4.5, 148, 0
0.04,6.26,4.5, 175, 0
0.04,5.64,4.5, 114, 0
0.04,5.78,4.5, 56, 0
0.04,6.2,4.5, 22, 0
0.04,6.2,4.5, 219, 0
0.04,5.92,4.5, 13, 0
0.04,5.78,4.5, 641, 0
0.04,6.46,4.5, 71, 0
0.04,6.3,4.5, 69, 0
0.04,5.62,4.5, 105, 0
0.04,5.86,4.5, 42, 0
0.04,5.64,4.5, 226, 0
0.04,5.92,4.5, 180, 0
0.04,5.9,4.5, 162, 0
0.04,5.94,4.5, 93, 0
0.04,6.04,4.5, 315, 0
0.04,5.78,4.5, 35, 0
0.04,5.8,4.5, 100, 0
0.04,5.8,4.5, 200, 0
0.04,5.42,4.5, 47, 0
0.04,5.62,4.5, 44, 0
0.04,6.0,4.5, 52, 0
0.04,5.86,4.5, 32, 0
0.04,5.6,4.5, 43, 0
0.04,5.9,4.5, 1, 0
0.04,5.74,4.5, 75, 0
0.04,5.88,4.5, 85, 0
0.04,5.72,4.5, 82, 0
0.04,5.62,4.5, 5, 0
0.04,5.76,4.5, 58, 0
0.04,6.12,4.5, 84, 0
0.04,5.7,4.5, 87, 0
0.04,6.02,4.5, 86, 0
0.04,6.1,4.5, 16, 0
0.04,5.72,4.5, 389, 0
0.04,6.04,4.5, 70, 0
0.04,6.22,4.5, 35, 0
0.04,5.86,4.5, 168, 0
0.04,5.98,4.5, 54, 0
0.04,6.16,4.5, 76, 0
0.04,5.86,4.5, 73, 0
0.04,6.5,4.5, 162, 0
0.04,6.0,4.5, 2402, 0
0.04,5.92,4.5, 68, 0
0.04,5.92,4.5, 81, 0
0.04,5.96,4.5, 7, 0
0.04,5.92,4.5, 1115, 0
0.04,5.76,4.5, 141, 0
0.04,5.42,4.5, 17, 0
0.04,5.36,4.5, 2, 0
0.04,6.02,4.5, 100, 0
0.04,5.94,4.5, 114, 0
0.04,5.52,4.5, 19, 0
0.04,5.46,4.5, 106, 0
0.04,5.8,4.5, 1108, 0
0.04,5.88,4.5, 213, 0
0.04,5.84,4.5, 60, 0
0.04,6.0,4.5, 105, 0
0.04,5.76,4.5, 7, 0
0.04,6.3,4.5, 65, 0
0.04,5.82,4.5, 167, 0
0.04,5.6,4.5, 704, 0
0.04,6.1,4.5, 21, 0
0.04,6.32,4.5, 159, 0
0.04,6.22,4.5, 585, 0
0.04,6.38,4.5, 4, 0
0.04,6.2,4.5, 4464, 0
0.04,6.14,4.5, 67, 0
0.04,5.5,4.5, 11, 0
0.04,6.24,4.5, 51, 0
0.04,5.26,4.5, 3, 0
0.04,5.86,4.5, 24, 0
0.04,5.9,4.5, 47, 0
0.04,5.54,4.5, 237, 0
0.04,5.66,4.5, 1024, 0
0.04,6.04,4.5, 66, 0
0.04,5.8,4.5, 187, 0
0.04,5.48,4.5, 93, 0
0.04,6.38,4.5, 741, 0
0.04,6.08,4.5, 112, 0
0.04,6.3,4.5, 4, 0
0.04,6.28,4.5, 176, 0
0.04,5.58,4.5, 140, 0
0.04,5.56,4.5, 16, 0
0.04,5.96,4.5, 2117, 0
0.04,5.88,4.5, 16, 0
0.04,5.82,4.5, 149, 0
