p, k, b/c, n, result
0.04,6.24,5.5, 114, 0
0.04,6.32,5.5, 33, 0
0.04,6.0,5.5, 266, 0
0.04,5.68,5.5, 886, 0
0.04,6.22,5.5, 92, 0
0.04,6.2,5.5, 429, 0
0.04,5.94,5.5, 3, 0
0.04,5.28,5.5, 2115, 0
0.04,5.94,5.5, 5497, 100
0.04,5.94,5.5, 41, 0
0.04,5.68,5.5, 10, 0
0.04,5.68,5.5, 3, 0
0.04,6.08,5.5, 80, 0
0.04,5.48,5.5, 116, 0
0.04,5.7,5.5, 8, 0
0.04,6.28,5.5, 55, 0
0.04,5.84,5.5, 185, 0
0.04,6.0,5.5, 62, 0
0.04,6.08,5.5, 20, 0
0.04,5.54,5.5, 231, 0
0.04,6.38,5.5, 36, 0
0.04,5.74,5.5, 33, 0
0.04,5.56,5.5, 93, 0
0.04,5.86,5.5, 20, 0
0.04,5.92,5.5, 3, 0
0.04,5.42,5.5, 168, 0
0.04,6.26,5.5, 19780, 0
0.04,5.7,5.5, 60, 0
0.04,6.46,5.5, 90, 0
0.04,5.82,5.5, 110, 0
0.04,6.4,5.5, 5, 0
0.04,6.06,5.5, 472, 0
0.04,5.82,5.5, 71, 0
0.04,6.08,5.5, 493, 0
0.04,5.46,5.5, 389, 0
0.04,6.04,5.5, 378, 0
0.04,5.9,5.5, 256, 0
0.04,5.64,5.5, 54, 0
0.04,6.08,5.5, 22, 0
0.04,5.26,5.5, 61, 0
0.04,5.94,5.5, 664, 0
0.04,5.88,5.5, 530, 0
0.04,5.88,5.5, 1531, 0
0.04,5.88,5.5, 795, 0
0.04,5.52,5.5, 23537, 100
0.04,5.54,5.5, 9, 0
0.04,5.46,5.5, 84, 0
0.04,6.12,5.5, 174, 0
0.04,5.74,5.5, 37, 0
0.04,5.8,5.5, 2, 0
0.04,6.1,5.5, 624, 0
0.04,5.74,5.5, 373, 0
0.04,5.74,5.5, 171, 0
0.04,5.82,5.5, 494, 0
0.04,6.24,5.5, 132, 0
0.04,5.86,5.5, 64, 0
0.04,5.62,5.5, 14, 0
0.04,5.82,5.5, 1295, 0
0.04,5.6,5.5, 77, 0
0.04,5.92,5.5, 34, 0
0.04,5.48,5.5, 978, 0
0.04,5.8,5.5, 32, 0
0.04,6.06,5.5, 409, 0
0.04,5.8,5.5, 111, 0
0.04,5.78,5.5, 53, 0
0.04,5.92,5.5, 22, 0
0.04,5.76,5.5, 137, 0
0.04,6.02,5.5, 192, 0
0.04,5.56,5.5, 2876, 0
0.04,6.04,5.5, 9339, 0
0.04,6.12,5.5, 27, 0
0.04,5.6,5.5, 1916, 0
0.04,5.72,5.5, 44, 0
0.04,6.02,5.5, 130, 0
0.04,5.96,5.5, 28, 0
0.04,5.96,5.5, 1047, 0
0.04,5.84,5.5, 687, 0
0.04,5.44,5.5, 31, 0
0.04,5.88,5.5, 625, 0
0.04,5.7,5.5, 3, 0
0.04,5.86,5.5, 115, 0
0.04,5.92,5.5, 64, 0
0.04,6.18,5.5, 57, 0
0.04,5.94,5.5, 26, 0
0.04,5.9,5.5, 462, 0
0.04,5.84,5.5, 7139, 0
0.04,5.86,5.5, 34, 0
0.04,6.22,5.5, 51, 0
0.04,5.64,5.5, 19, 0
0.04,6.02,5.5, 47, 0
0.04,5.84,5.5, 123, 0
0.04,5.64,5.5, 3, 0
0.04,5.9,5.5, 312, 0
0.04,5.54,5.5, 3965, 0
0.04,6.0,5.5, 17, 0
0.04,6.36,5.5, 486, 0
0.04,5.92,5.5, 272, 0
0.04,5.56,5.5, 66, 0
0.04,5.9,5.5, 25, 0
0.04,5.44,5.5, 79, 0
0.04,5.68,5.5, 31, 0
0.04,5.78,5.5, 451, 0
0.04,5.94,5.5, 5, 0
0.04,5.86,5.5, 330, 0
0.04,5.68,5.5, 90, 0
0.04,6.22,5.5, 23, 0
0.04,5.74,5.5, 344, 0
0.04,5.88,5.5, 81, 0
0.04,5.72,5.5, 15, 0
0.04,6.06,5.5, 19, 0
0.04,5.52,5.5, 431, 0
0.04,6.06,5.5, 30, 0
0.04,5.78,5.5, 51, 0
0.04,5.6,5.5, 225, 0
0.04,6.24,5.5, 16, 0
0.04,5.92,5.5, 249, 0
0.04,6.08,5.5, 565, 0
0.04,5.68,5.5, 59, 0
0.04,5.66,5.5, 82, 0
0.04,5.86,5.5, 80, 0
0.04,6.14,5.5, 115, 0
0.04,5.52,5.5, 3, 0
0.04,6.04,5.5, 1805, 0
0.04,6.24,5.5, 38, 0
0.04,5.82,5.5, 334, 0
0.04,5.94,5.5, 17, 0
0.04,5.96,5.5, 771, 0
0.04,5.68,5.5, 35, 0
0.04,5.76,5.5, 796, 0
0.04,5.68,5.5, 12, 0
0.04,6.04,5.5, 273, 0
0.04,5.84,5.5, 51, 0
0.04,6.18,5.5, 88, 0
0.04,5.6,5.5, 66, 0
0.04,6.14,5.5, 40, 0
0.04,6.08,5.5, 771, 0
0.04,5.88,5.5, 49, 0
0.04,5.32,5.5, 9, 0
0.04,5.88,5.5, 35, 0
0.04,6.08,5.5, 89, 0
0.04,6.12,5.5, 6, 0
0.04,5.84,5.5, 16, 0
0.04,6.34,5.5, 251, 0
0.04,5.96,5.5, 10, 0
0.04,6.2,5.5, 42, 0
0.04,5.38,5.5, 71, 0
0.04,5.5,5.5, 65, 0
0.04,5.56,5.5, 457, 0
0.04,5.9,5.5, 213, 0
0.04,6.3,5.5, 31, 0
0.04,5.82,5.5, 88, 0
0.04,5.64,5.5, 85, 0
0.04,6.16,5.5, 211, 0
0.04,6.66,5.5, 88, 0
0.04,5.92,5.5, 289, 0
0.04,5.8,5.5, 834, 0
0.04,6.04,5.5, 16, 0
0.04,5.54,5.5, 14, 0
0.04,5.82,5.5, 4, 0
0.04,5.72,5.5, 118, 0
0.04,5.66,5.5, 754, 0
0.04,6.06,5.5, 70, 0
0.04,6.38,5.5, 119, 0
0.04,5.82,5.5, 4050, 0
0.04,6.1,5.5, 51, 0
0.04,6.26,5.5, 86, 0
0.04,6.04,5.5, 59, 0
0.04,5.82,5.5, 290, 0
0.04,5.9,5.5, 56, 0
0.04,6.04,5.5, 61, 0
0.04,6.22,5.5, 26, 0
0.04,5.8,5.5, 10, 0
0.04,6.22,5.5, 869, 0
0.04,5.42,5.5, 1503, 0
0.04,6.08,5.5, 702, 0
0.04,5.36,5.5, 34, 0
0.04,5.96,5.5, 163, 0
0.04,5.68,5.5, 307, 0
0.04,5.72,5.5, 338, 0
0.04,5.72,5.5, 31, 0
0.04,5.7,5.5, 170, 0
0.04,6.06,5.5, 36, 0
0.04,5.88,5.5, 746, 0
0.04,6.18,5.5, 50, 0
0.04,6.22,5.5, 14, 0
0.04,6.36,5.5, 169, 0
0.04,6.2,5.5, 103, 0
0.04,5.84,5.5, 62, 0
0.04,5.76,5.5, 14758, 0
0.04,5.64,5.5, 16, 0
0.04,5.9,5.5, 61, 0
0.04,5.84,5.5, 11, 0
0.04,6.38,5.5, 46, 0
0.04,5.66,5.5, 63, 0
0.04,5.86,5.5, 134, 0
0.04,6.08,5.5, 53, 0
0.04,5.32,5.5, 49, 0
0.04,5.52,5.5, 93, 0
0.04,5.68,5.5, 6, 0
0.04,6.08,5.5, 375, 0
0.04,5.86,5.5, 5, 0
