p, k, b/c, n, result
0.08,9.84,9.5, 134, 0
0.08,10.06,9.5, 195, 0
0.08,9.9,9.5, 237, 0
0.08,9.88,9.5, 508, 0
0.08,9.72,9.5, 21, 0
0.08,9.38,9.5, 128, 0
0.08,9.0,9.5, 57, 0
0.08,9.08,9.5, 125, 0
0.08,9.48,9.5, 54, 0
0.08,9.5,9.5, 598, 0
0.08,9.22,9.5, 60, 0
0.08,10.44,9.5, 192, 0
0.08,9.68,9.5, 6531, 0
0.08,9.56,9.5, 41, 0
0.08,9.48,9.5, 239, 0
0.08,9.92,9.5, 14537, 0
0.08,9.86,9.5, 3, 0
0.08,8.74,9.5, 1533, 0
0.08,9.7,9.5, 115, 0
0.08,9.66,9.5, 164, 0
0.08,10.8,9.5, 301, 0
0.08,9.86,9.5, 11, 0
0.08,9.78,9.5, 142, 0
0.08,9.32,9.5, 15, 0
0.08,9.44,9.5, 665, 0
0.08,9.72,9.5, 417, 0
0.08,9.82,9.5, 38, 0
0.08,9.56,9.5, 400, 0
0.08,9.78,9.5, 41, 0
0.08,10.12,9.5, 136, 0
0.08,9.6,9.5, 36, 0
0.08,9.72,9.5, 47, 0
0.08,9.88,9.5, 3, 0
0.08,10.18,9.5, 31, 0
0.08,10.06,9.5, 81, 0
0.08,9.6,9.5, 398, 0
0.08,9.54,9.5, 641, 0
0.08,9.58,9.5, 294, 0
0.08,10.24,9.5, 261, 0
0.08,10.56,9.5, 5, 0
0.08,10.02,9.5, 903, 0
0.08,9.8,9.5, 8008, 100
0.08,9.52,9.5, 96, 0
0.08,9.86,9.5, 9, 0
0.08,10.08,9.5, 3, 0
0.08,9.6,9.5, 509, 0
0.08,9.84,9.5, 101, 0
0.08,9.76,9.5, 149, 0
0.08,9.7,9.5, 14, 0
0.08,10.22,9.5, 32, 0
0.08,10.06,9.5, 371, 0
0.08,9.4,9.5, 34, 0
0.08,9.9,9.5, 69, 0
0.08,10.04,9.5, 56, 0
0.08,9.74,9.5, 21, 0
0.08,9.08,9.5, 50, 0
0.08,9.6,9.5, 79, 0
0.08,10.06,9.5, 50, 0
0.08,10.04,9.5, 22, 0
0.08,9.6,9.5, 309, 0
0.08,9.44,9.5, 1223, 0
0.08,9.5,9.5, 3, 0
0.08,9.68,9.5, 118, 0
0.08,9.58,9.5, 25, 0
0.08,9.48,9.5, 530, 0
0.08,9.28,9.5, 246, 0
0.08,9.68,9.5, 195, 0
