p, k, b/c, n, result
0.08,8.92,9.0, 71, 0
0.08,9.76,9.0, 17, 0
0.08,9.24,9.0, 50, 0
0.08,10.18,9.0, 150, 0
0.08,9.6,9.0, 65, 0
0.08,9.4,9.0, 3, 0
0.08,9.82,9.0, 64, 0
0.08,9.26,9.0, 6, 0
0.08,9.74,9.0, 1355, 0
0.08,10.26,9.0, 1810, 0
0.08,9.88,9.0, 69, 0
0.08,10.08,9.0, 196, 0
0.08,9.3,9.0, 211, 0
0.08,9.82,9.0, 20, 0
0.08,9.68,9.0, 111, 0
0.08,9.36,9.0, 291, 0
0.08,9.86,9.0, 45, 0
0.08,9.54,9.0, 195, 0
0.08,9.7,9.0, 48, 0
0.08,10.44,9.0, 34, 0
0.08,9.74,9.0, 429, 0
0.08,9.94,9.0, 181, 0
0.08,9.86,9.0, 2660, 0
0.08,9.94,9.0, 127, 0
0.08,9.38,9.0, 20, 0
0.08,9.86,9.0, 755, 0
0.08,10.04,9.0, 12, 0
0.08,9.88,9.0, 84, 0
0.08,9.74,9.0, 780, 0
0.08,10.58,9.0, 1, 0
0.08,10.94,9.0, 94, 0
0.08,10.52,9.0, 244, 0
0.08,9.82,9.0, 22, 0
0.08,10.08,9.0, 178, 0
0.08,9.48,9.0, 14, 0
0.08,9.74,9.0, 3, 0
0.08,9.5,9.0, 3397, 0
0.08,10.08,9.0, 127, 0
0.08,10.2,9.0, 37, 0
0.08,10.44,9.0, 130, 0
0.08,9.36,9.0, 25, 0
0.08,9.86,9.0, 104, 0
0.08,9.02,9.0, 12, 0
0.08,9.9,9.0, 35, 0
0.08,9.76,9.0, 313, 0
0.08,9.6,9.0, 178, 0
0.08,9.06,9.0, 3, 0
0.08,9.68,9.0, 6091, 0
0.08,10.0,9.0, 293, 0
0.08,9.62,9.0, 440, 0
0.08,10.02,9.0, 13, 0
0.08,10.2,9.0, 157, 0
0.08,9.38,9.0, 707, 0
0.08,10.24,9.0, 26, 0
0.08,9.54,9.0, 7, 0
0.08,9.78,9.0, 179, 0
0.08,9.22,9.0, 203, 0
0.08,9.72,9.0, 147, 0
0.08,9.56,9.0, 80, 0
0.08,9.66,9.0, 588, 0
0.08,9.84,9.0, 14, 0
0.08,9.94,9.0, 91, 0
0.08,9.82,9.0, 147, 0
0.08,10.28,9.0, 3, 0
0.08,9.12,9.0, 25, 0
0.08,9.88,9.0, 134, 0
0.08,9.3,9.0, 151, 0
0.08,9.92,9.0, 44, 0
0.08,9.18,9.0, 27, 0
0.08,10.66,9.0, 864, 0
0.08,9.54,9.0, 64, 0
0.08,9.62,9.0, 22, 0
0.08,10.44,9.0, 153, 0
0.08,10.7,9.0, 3, 0
0.08,9.26,9.0, 139, 0
0.08,9.68,9.0, 95, 0
0.08,9.52,9.0, 1, 0
0.08,9.62,9.0, 12, 0
0.08,9.38,9.0, 41, 0
0.08,9.6,9.0, 178, 0
0.08,10.18,9.0, 2063, 0
0.08,9.12,9.0, 196, 0
0.08,9.88,9.0, 113, 0
0.08,9.22,9.0, 1510, 0
0.08,9.4,9.0, 45, 0
0.08,9.22,9.0, 6641, 100
0.08,9.8,9.0, 73, 0
0.08,9.72,9.0, 126, 0
0.08,10.44,9.0, 107, 0
0.08,8.9,9.0, 55, 0
0.08,10.32,9.0, 32, 0
0.08,9.5,9.0, 9, 0
0.08,10.18,9.0, 496, 0
0.08,9.28,9.0, 9, 0
0.08,10.28,9.0, 1, 0
0.08,9.92,9.0, 4, 0
0.08,9.5,9.0, 1, 0
0.08,9.36,9.0, 128, 0
0.08,9.22,9.0, 588, 0
0.08,9.96,9.0, 758, 0
0.08,9.96,9.0, 23, 0
0.08,9.8,9.0, 2176, 0
0.08,9.32,9.0, 21, 0
0.08,10.52,9.0, 68, 0
0.08,9.96,9.0, 18, 0
0.08,9.5,9.0, 323, 0
0.08,9.94,9.0, 104, 0
0.08,9.22,9.0, 8, 0
0.08,9.26,9.0, 4, 0
0.08,9.58,9.0, 1, 0
0.08,9.44,9.0, 27, 0
0.08,10.0,9.0, 47, 0
0.08,9.74,9.0, 2799, 0
0.08,9.94,9.0, 4, 0
0.08,9.56,9.0, 2252, 0
0.08,9.1,9.0, 87, 0
0.08,9.96,9.0, 275, 0
0.08,9.7,9.0, 147, 0
0.08,9.22,9.0, 13, 0
0.08,9.5,9.0, 44, 0
0.08,9.52,9.0, 911, 0
0.08,9.24,9.0, 98, 0
0.08,9.82,9.0, 2, 0
0.08,10.52,9.0, 8, 0
0.08,10.08,9.0, 252, 0
0.08,9.72,9.0, 11, 0
0.08,9.68,9.0, 26, 0
0.08,9.86,9.0, 96, 0
0.08,9.16,9.0, 443, 0
0.08,9.5,9.0, 9, 0
0.08,9.7,9.0, 88, 0
0.08,9.84,9.0, 285, 0
0.08,10.0,9.0, 3, 0
0.08,9.74,9.0, 135, 0
0.08,9.36,9.0, 12, 0
0.08,10.42,9.0, 486, 0
0.08,9.84,9.0, 1065, 0
0.08,9.06,9.0, 11, 0
0.08,10.2,9.0, 326, 0
0.08,9.88,9.0, 18, 0
0.08,10.1,9.0, 45, 0
0.08,9.52,9.0, 79, 0
0.08,10.02,9.0, 329, 0
0.08,9.24,9.0, 9, 0
0.08,10.18,9.0, 30, 0
0.08,10.16,9.0, 786, 0
0.08,9.56,9.0, 69, 0
0.08,10.68,9.0, 258, 0
0.08,10.62,9.0, 685, 0
0.08,9.96,9.0, 92, 0
0.08,10.04,9.0, 37, 0
0.08,9.46,9.0, 195, 0
0.08,10.24,9.0, 112, 0
0.08,9.78,9.0, 17, 0
0.08,10.4,9.0, 66, 0
0.08,8.98,9.0, 83, 0
0.08,10.0,9.0, 99, 0
0.08,9.74,9.0, 348, 0
0.08,9.62,9.0, 5, 0
0.08,9.36,9.0, 1321, 0
0.08,9.9,9.0, 290, 0
0.08,10.32,9.0, 100, 0
0.08,9.6,9.0, 31, 0
0.08,10.22,9.0, 9, 0
0.08,10.22,9.0, 742, 0
0.08,9.16,9.0, 301, 0
0.08,9.88,9.0, 444, 0
0.08,10.6,9.0, 133, 0
0.08,9.88,9.0, 142, 0
0.08,10.16,9.0, 15, 0
0.08,9.66,9.0, 304, 0
0.08,10.04,9.0, 966, 0
0.08,9.8,9.0, 111, 0
0.08,9.88,9.0, 148, 0
0.08,9.34,9.0, 593, 0
0.08,10.0,9.0, 356, 0
0.08,9.04,9.0, 3262, 0
0.08,9.18,9.0, 94, 0
0.08,10.26,9.0, 71, 0
0.08,10.4,9.0, 1134, 0
0.08,9.8,9.0, 135, 0
0.08,9.46,9.0, 746, 0
0.08,9.66,9.0, 28, 0
0.08,9.5,9.0, 11, 0
0.08,9.54,9.0, 57, 0
0.08,9.04,9.0, 921, 0
0.08,9.74,9.0, 44, 0
0.08,9.56,9.0, 27, 0
0.08,9.78,9.0, 35, 0
0.08,9.88,9.0, 23, 0
0.08,9.46,9.0, 6, 0
0.08,9.48,9.0, 46, 0
0.08,10.12,9.0, 4694, 0
0.08,9.5,9.0, 583, 0
0.08,9.42,9.0, 137, 0
0.08,9.42,9.0, 176, 0
0.08,9.14,9.0, 198, 0
0.08,10.1,9.0, 1, 0
0.08,10.28,9.0, 132, 0
0.08,9.6,9.0, 80, 0
0.08,10.02,9.0, 31, 0
0.08,10.36,9.0, 106, 0
0.08,9.24,9.0, 250, 0
0.08,8.9,9.0, 410, 0
0.08,9.84,9.0, 3360, 0
0.08,9.86,9.0, 649, 0
0.08,9.56,9.0, 336, 0
0.08,9.92,9.0, 419, 0
0.08,10.24,9.0, 17, 0
0.08,9.74,9.0, 99, 0
0.08,9.6,9.0, 45, 0
0.08,9.5,9.0, 122, 0
0.08,10.4,9.0, 60, 0
0.08,8.7,9.0, 49, 0
0.08,9.68,9.0, 93, 0
0.08,9.3,9.0, 23, 0
0.08,9.22,9.0, 2, 0
0.08,9.88,9.0, 12, 0
0.08,9.34,9.0, 258, 0
0.08,9.82,9.0, 98, 0
0.08,10.9,9.0, 54, 0
0.08,9.66,9.0, 82, 0
0.08,10.6,9.0, 58, 0
0.08,9.3,9.0, 43, 0
0.08,9.58,9.0, 616, 0
0.08,9.56,9.0, 80, 0
0.08,9.36,9.0, 120, 0
0.08,9.98,9.0, 303, 0
0.08,9.52,9.0, 317, 0
0.08,10.06,9.0, 68, 0
0.08,9.86,9.0, 470, 0
0.08,9.86,9.0, 193, 0
0.08,9.98,9.0, 221, 0
0.08,9.52,9.0, 771, 0
0.08,10.04,9.0, 12, 0
0.08,9.62,9.0, 283, 0
0.08,9.66,9.0, 174, 0
0.08,9.72,9.0, 46, 0
0.08,10.58,9.0, 37, 0
0.08,9.64,9.0, 7, 0
0.08,10.02,9.0, 70, 0
0.08,9.36,9.0, 1447, 0
0.08,9.0,9.0, 14, 0
0.08,9.48,9.0, 2482, 0
0.08,10.24,9.0, 4, 0
0.08,9.5,9.0, 211, 0
0.08,9.8,9.0, 3, 0
0.08,9.36,9.0, 172, 0
0.08,9.6,9.0, 25, 0
0.08,9.86,9.0, 130, 0
0.08,10.22,9.0, 196, 0
0.08,10.54,9.0, 293, 0
0.08,9.36,9.0, 100, 0
0.08,9.5,9.0, 778, 0
0.08,9.56,9.0, 467, 0
0.08,9.94,9.0, 45, 0
0.08,9.9,9.0, 421, 0
0.08,9.54,9.0, 528, 0
0.08,10.4,9.0, 4108, 0
0.08,9.44,9.0, 4, 0
0.08,9.18,9.0, 27, 0
0.08,10.08,9.0, 357, 0
0.08,9.36,9.0, 204, 0
0.08,9.34,9.0, 155, 0
0.08,10.16,9.0, 64, 0
0.08,9.5,9.0, 698, 0
0.08,10.28,9.0, 111, 0
0.08,9.7,9.0, 106, 0
0.08,10.48,9.0, 58, 0
0.08,10.6,9.0, 56, 0
0.08,9.22,9.0, 37, 0
0.08,9.92,9.0, 5, 0
0.08,9.18,9.0, 46, 0
0.08,9.54,9.0, 50, 0
0.08,10.42,9.0, 261, 0
0.08,9.44,9.0, 205, 0
0.08,10.26,9.0, 13, 0
0.08,9.4,9.0, 290, 0
0.08,10.0,9.0, 24, 0
0.08,9.72,9.0, 349, 0
0.08,9.28,9.0, 98, 0
0.08,10.5,9.0, 141, 0
0.08,10.22,9.0, 41, 0
0.08,10.1,9.0, 191, 0
0.08,10.32,9.0, 378, 0
0.08,9.6,9.0, 488, 0
0.08,9.58,9.0, 169, 0
0.08,9.84,9.0, 201, 0
0.08,9.56,9.0, 149, 0
0.08,10.08,9.0, 768, 0
0.08,9.54,9.0, 391, 0
0.08,9.76,9.0, 40, 0
0.08,9.48,9.0, 22, 0
0.08,9.66,9.0, 14, 0
