p, k, b/c, n, result
0.02,3.98,4.3, 18, 0
0.02,3.64,4.3, 9463, 100
0.02,3.62,4.3, 2715, 0
0.02,3.96,4.3, 13403, 100
0.02,3.9,4.3, 117, 0
0.02,4.06,4.3, 73, 0
0.02,3.9,4.3, 1619, 0
0.02,4.0,4.3, 92, 0
0.02,3.52,4.3, 422, 0
0.02,4.14,4.3, 46, 0
0.02,4.0,4.3, 71, 0
0.02,3.68,4.3, 466, 0
0.02,4.04,4.3, 126, 0
0.02,3.92,4.3, 9686, 100
0.02,3.94,4.3, 1275, 0
0.02,4.06,4.3, 7, 0
0.02,3.96,4.3, 52, 0
0.02,4.38,4.3, 151, 0
0.02,3.8,4.3, 67, 0
0.02,4.1,4.3, 748, 0
0.02,4.12,4.3, 243, 0
0.02,4.14,4.3, 33, 0
0.02,4.0,4.3, 27, 0
0.02,3.92,4.3, 329, 0
0.02,3.68,4.3, 947, 0
0.02,4.06,4.3, 6473, 100
0.02,4.1,4.3, 73, 0
0.02,3.92,4.3, 11776, 0
0.02,4.2,4.3, 379, 0
0.02,4.4,4.3, 173, 0
0.02,3.98,4.3, 83, 0
0.02,3.76,4.3, 158, 0
0.02,4.02,4.3, 375, 0
0.02,3.94,4.3, 627, 0
0.02,4.16,4.3, 164, 0
0.02,3.7,4.3, 37, 0
0.02,3.82,4.3, 50, 0
0.02,3.84,4.3, 22, 0
0.02,3.92,4.3, 138, 0
0.02,3.94,4.3, 12859, 0
0.02,3.9,4.3, 16, 0
0.02,4.02,4.3, 23, 0
0.02,4.0,4.3, 10459, 100
0.02,4.28,4.3, 245, 0
0.02,3.62,4.3, 175, 0
0.02,3.58,4.3, 15, 0
0.02,4.04,4.3, 1207, 0
0.02,3.7,4.3, 37, 0
0.02,3.86,4.3, 23, 0
0.02,3.82,4.3, 373, 0
0.02,3.88,4.3, 13, 0
0.02,3.78,4.3, 70, 0
0.02,3.74,4.3, 392, 0
0.02,4.18,4.3, 3, 0
0.02,3.68,4.3, 1069, 0
0.02,4.32,4.3, 249, 0
0.02,3.9,4.3, 53, 0
0.02,3.78,4.3, 993, 0
0.02,4.12,4.3, 69, 0
0.02,3.78,4.3, 28, 0
0.02,4.3,4.3, 15, 0
0.02,3.64,4.3, 271, 0
0.02,4.16,4.3, 72, 0
0.02,3.98,4.3, 10, 0
0.02,3.86,4.3, 87, 0
0.02,3.9,4.3, 57, 0
0.02,3.8,4.3, 28, 0
0.02,3.98,4.3, 53, 0
0.02,3.88,4.3, 62, 0
0.02,4.16,4.3, 1044, 0
0.02,4.0,4.3, 1700, 0
0.02,3.7,4.3, 1578, 0
0.02,3.82,4.3, 122, 0
0.02,4.08,4.3, 39, 0
0.02,3.92,4.3, 136, 0
0.02,3.86,4.3, 58, 0
0.02,3.8,4.3, 149, 0
0.02,3.74,4.3, 1325, 0
0.02,3.9,4.3, 116, 0
