p, k, b/c, n, result
0.01,2.88,4.5, 3, 0
0.01,2.84,4.5, 48, 0
0.01,3.08,4.5, 947, 0
0.01,3.08,4.5, 348, 0
0.01,3.14,4.5, 4, 0
0.01,2.76,4.5, 18867, 0
0.01,2.78,4.5, 417, 0
0.01,2.86,4.5, 45, 0
0.01,2.98,4.5, 27, 0
0.01,3.18,4.5, 2934, 0
0.01,3.26,4.5, 110, 0
0.01,2.86,4.5, 24, 0
0.01,3.18,4.5, 7, 0
0.01,3.0,4.5, 101, 0
0.01,2.92,4.5, 161, 0
0.01,2.88,4.5, 19, 0
0.01,2.94,4.5, 25, 0
0.01,3.12,4.5, 300, 0
0.01,3.08,4.5, 31, 0
0.01,3.16,4.5, 32, 0
0.01,2.94,4.5, 238, 0
0.01,2.82,4.5, 24, 0
0.01,2.96,4.5, 3, 0
0.01,3.1,4.5, 1753, 0
0.01,2.86,4.5, 610, 0
0.01,2.92,4.5, 871, 0
0.01,2.7,4.5, 40, 0
0.01,2.8,4.5, 49, 0
0.01,2.9,4.5, 401, 0
0.01,3.08,4.5, 10062, 0
0.01,2.98,4.5, 303, 0
0.01,3.04,4.5, 15, 0
0.01,2.98,4.5, 208, 0
0.01,2.76,4.5, 90, 0
0.01,2.9,4.5, 33, 0
0.01,2.74,4.5, 2171, 0
0.01,2.74,4.5, 133, 0
0.01,2.62,4.5, 138, 0
0.01,3.04,4.5, 13964, 100
0.01,2.8,4.5, 10, 0
0.01,2.88,4.5, 372, 0
0.01,2.96,4.5, 5314, 100
0.01,2.72,4.5, 180, 0
0.01,2.98,4.5, 509, 0
0.01,3.02,4.5, 44, 0
0.01,2.62,4.5, 80, 0
0.01,3.16,4.5, 166, 0
0.01,3.2,4.5, 124, 0
0.01,2.94,4.5, 206, 0
0.01,2.88,4.5, 232, 0
0.01,3.2,4.5, 387, 0
0.01,2.88,4.5, 669, 0
0.01,2.74,4.5, 59, 0
0.01,3.1,4.5, 182, 0
0.01,3.24,4.5, 607, 0
0.01,2.88,4.5, 1283, 0
0.01,2.74,4.5, 173, 0
0.01,2.9,4.5, 1038, 0
0.01,2.84,4.5, 741, 0
0.01,2.9,4.5, 13, 0
0.01,3.14,4.5, 8, 0
0.01,3.02,4.5, 553, 0
0.01,2.74,4.5, 897, 0
0.01,2.98,4.5, 14, 0
0.01,3.0,4.5, 1635, 0
0.01,3.12,4.5, 30, 0
0.01,3.32,4.5, 33, 0
0.01,2.92,4.5, 86, 0
0.01,2.92,4.5, 35, 0
0.01,3.06,4.5, 165, 0
0.01,3.06,4.5, 3334, 0
0.01,2.82,4.5, 230, 0
0.01,2.94,4.5, 22, 0
0.01,3.1,4.5, 82, 0
0.01,3.0,4.5, 11, 0
0.01,3.26,4.5, 95, 0
0.01,3.02,4.5, 915, 0
0.01,3.02,4.5, 5703, 100
0.01,3.34,4.5, 64, 0
0.01,2.96,4.5, 661, 0
0.01,2.88,4.5, 85, 0
0.01,3.16,4.5, 136, 0
0.01,3.02,4.5, 3, 0
0.01,3.24,4.5, 481, 0
0.01,2.78,4.5, 146, 0
0.01,2.98,4.5, 135, 0
0.01,2.9,4.5, 120, 0
