p, k, b/c, n, result
0.02,3.78,3.0, 71, 0
0.02,3.84,3.0, 583, 0
0.02,4.22,3.0, 335, 0
0.02,3.72,3.0, 32, 0
0.02,3.62,3.0, 200, 0
0.02,4.24,3.0, 176, 0
0.02,3.56,3.0, 51, 0
0.02,4.22,3.0, 119, 0
0.02,3.56,3.0, 1175, 0
0.02,3.94,3.0, 135, 0
0.02,3.9,3.0, 425, 0
0.02,3.88,3.0, 1001, 0
0.02,4.2,3.0, 127, 0
0.02,4.18,3.0, 149, 0
0.02,4.14,3.0, 879, 0
0.02,4.12,3.0, 465, 0
0.02,3.82,3.0, 4352, 0
0.02,3.46,3.0, 124, 0
0.02,4.22,3.0, 22, 0
0.02,3.8,3.0, 77, 0
0.02,3.74,3.0, 51, 0
0.02,4.16,3.0, 77, 0
0.02,4.02,3.0, 16, 0
0.02,3.86,3.0, 5139, 0
0.02,3.98,3.0, 25, 0
0.02,3.92,3.0, 198, 0
0.02,4.18,3.0, 2378, 0
0.02,4.24,3.0, 154, 0
0.02,3.56,3.0, 74, 0
0.02,3.76,3.0, 752, 0
0.02,3.76,3.0, 55, 0
0.02,4.04,3.0, 948, 0
0.02,3.86,3.0, 483, 0
0.02,4.1,3.0, 218, 0
0.02,3.86,3.0, 634, 0
0.02,3.92,3.0, 188, 0
0.02,4.0,3.0, 152, 0
0.02,4.06,3.0, 56, 0
0.02,3.76,3.0, 47, 0
0.02,3.74,3.0, 70, 0
0.02,4.42,3.0, 1594, 0
0.02,3.86,3.0, 66, 0
0.02,3.98,3.0, 899, 0
0.02,3.84,3.0, 16, 0
0.02,4.16,3.0, 34, 0
0.02,4.56,3.0, 262, 0
0.02,3.9,3.0, 1153, 0
0.02,4.04,3.0, 184, 0
0.02,3.94,3.0, 23, 0
0.02,3.82,3.0, 22, 0
0.02,3.94,3.0, 100, 0
0.02,3.9,3.0, 1604, 0
0.02,3.88,3.0, 8506, 100
0.02,4.0,3.0, 170, 0
0.02,3.76,3.0, 89, 0
0.02,3.66,3.0, 41, 0
0.02,3.62,3.0, 672, 0
0.02,4.3,3.0, 31, 0
0.02,3.86,3.0, 48, 0
0.02,3.6,3.0, 3, 0
0.02,4.04,3.0, 87, 0
0.02,3.92,3.0, 70, 0
0.02,4.1,3.0, 2754, 0
0.02,3.9,3.0, 12, 0
0.02,4.08,3.0, 3, 0
0.02,4.06,3.0, 33, 0
0.02,4.28,3.0, 13, 0
0.02,3.74,3.0, 29, 0
0.02,3.8,3.0, 765, 0
0.02,4.34,3.0, 1014, 0
0.02,4.0,3.0, 75, 0
0.02,3.94,3.0, 1363, 0
0.02,3.72,3.0, 33, 0
0.02,3.92,3.0, 17, 0
0.02,3.68,3.0, 58, 0
0.02,4.0,3.0, 18, 0
0.02,3.88,3.0, 15, 0
0.02,4.06,3.0, 542, 0
0.02,3.7,3.0, 433, 0
0.02,4.06,3.0, 404, 0
0.02,4.3,3.0, 75, 0
0.02,3.74,3.0, 233, 0
0.02,3.72,3.0, 9097, 0
0.02,3.98,3.0, 8507, 100
0.02,3.76,3.0, 5, 0
0.02,3.64,3.0, 24, 0
0.02,3.84,3.0, 6, 0
0.02,3.58,3.0, 163, 0
0.02,3.94,3.0, 351, 0
0.02,3.94,3.0, 57, 0
0.02,4.08,3.0, 11, 0
0.02,4.04,3.0, 71, 0
0.02,4.34,3.0, 78, 0
0.02,3.96,3.0, 1862, 0
0.02,3.86,3.0, 5, 0
0.02,4.06,3.0, 5, 0
0.02,3.54,3.0, 46, 0
0.02,3.82,3.0, 16, 0
0.02,4.04,3.0, 242, 0
0.02,3.98,3.0, 144, 0
0.02,4.26,3.0, 21, 0
0.02,3.78,3.0, 68, 0
0.02,4.02,3.0, 193, 0
0.02,4.08,3.0, 54, 0
0.02,4.14,3.0, 30, 0
0.02,3.72,3.0, 143, 0
0.02,3.6,3.0, 564, 0
0.02,3.94,3.0, 76, 0
0.02,4.06,3.0, 9, 0
0.02,4.06,3.0, 133, 0
0.02,4.0,3.0, 88, 0
0.02,4.54,3.0, 80, 0
0.02,3.82,3.0, 45, 0
0.02,4.22,3.0, 176, 0
0.02,3.5,3.0, 110, 0
0.02,3.68,3.0, 1725, 0
0.02,3.82,3.0, 62, 0
0.02,3.88,3.0, 593, 0
0.02,4.14,3.0, 58, 0
0.02,3.92,3.0, 78, 0
0.02,4.08,3.0, 2, 0
0.02,3.9,3.0, 30, 0
0.02,4.1,3.0, 9, 0
0.02,3.8,3.0, 57, 0
0.02,4.32,3.0, 7, 0
0.02,4.16,3.0, 133, 0
0.02,3.54,3.0, 9, 0
0.02,3.8,3.0, 25, 0
0.02,4.0,3.0, 216, 0
0.02,3.98,3.0, 94, 0
0.02,4.2,3.0, 301, 0
0.02,4.0,3.0, 112, 0
0.02,4.02,3.0, 645, 0
0.02,3.74,3.0, 47, 0
0.02,3.82,3.0, 4874, 0
0.02,3.92,3.0, 61, 0
0.02,4.28,3.0, 386, 0
0.02,3.94,3.0, 104, 0
0.02,4.06,3.0, 17, 0
0.02,3.7,3.0, 2678, 0
0.02,4.0,3.0, 57, 0
0.02,4.08,3.0, 111, 0
0.02,3.78,3.0, 26, 0
0.02,3.84,3.0, 19, 0
0.02,4.1,3.0, 199, 0
0.02,3.8,3.0, 75, 0
0.02,4.02,3.0, 141, 0
0.02,4.24,3.0, 10, 0
0.02,3.78,3.0, 68, 0
0.02,3.88,3.0, 320, 0
0.02,3.94,3.0, 154, 0
0.02,3.94,3.0, 286, 0
0.02,3.94,3.0, 55, 0
0.02,3.84,3.0, 22, 0
0.02,4.4,3.0, 1124, 0
0.02,3.86,3.0, 5275, 0
0.02,3.58,3.0, 85, 0
0.02,3.76,3.0, 3377, 0
0.02,3.74,3.0, 73, 0
0.02,3.84,3.0, 26, 0
0.02,3.88,3.0, 510, 0
0.02,4.08,3.0, 38, 0
0.02,3.68,3.0, 404, 0
0.02,3.84,3.0, 320, 0
0.02,4.08,3.0, 24, 0
0.02,4.2,3.0, 57, 0
0.02,4.12,3.0, 20, 0
0.02,3.74,3.0, 52, 0
0.02,4.06,3.0, 226, 0
0.02,4.1,3.0, 1026, 0
0.02,4.36,3.0, 133, 0
0.02,3.98,3.0, 158, 0
0.02,3.88,3.0, 122, 0
0.02,4.1,3.0, 174, 0
0.02,3.94,3.0, 54, 0
0.02,4.22,3.0, 6358, 0
0.02,4.28,3.0, 484, 0
0.02,3.8,3.0, 255, 0
0.02,4.18,3.0, 203, 0
0.02,3.5,3.0, 44, 0
0.02,3.94,3.0, 315, 0
0.02,3.8,3.0, 70, 0
