p, k, b/c, n, result
0.02,3.7,3.5, 7, 0
0.02,3.9,3.5, 391, 0
0.02,3.7,3.5, 12, 0
0.02,3.74,3.5, 81, 0
0.02,3.52,3.5, 86, 0
0.02,4.12,3.5, 13, 0
0.02,4.06,3.5, 44, 0
0.02,4.04,3.5, 137, 0
0.02,4.08,3.5, 79, 0
0.02,3.84,3.5, 103, 0
0.02,3.94,3.5, 183, 0
0.02,4.18,3.5, 161, 0
0.02,3.86,3.5, 329, 0
0.02,4.16,3.5, 1182, 0
0.02,3.68,3.5, 66, 0
0.02,4.08,3.5, 9, 0
0.02,3.88,3.5, 53, 0
0.02,3.88,3.5, 18, 0
0.02,3.48,3.5, 212, 0
0.02,4.16,3.5, 200, 0
0.02,3.82,3.5, 19, 0
0.02,3.66,3.5, 76, 0
0.02,3.8,3.5, 13834, 100
0.02,3.74,3.5, 44, 0
0.02,3.68,3.5, 113, 0
0.02,4.4,3.5, 5, 0
0.02,3.78,3.5, 201, 0
0.02,4.06,3.5, 272, 0
0.02,3.78,3.5, 1329, 0
0.02,4.22,3.5, 795, 0
0.02,4.1,3.5, 5, 0
0.02,4.06,3.5, 231, 0
0.02,3.9,3.5, 32, 0
0.02,3.58,3.5, 422, 0
0.02,4.26,3.5, 136, 0
0.02,3.82,3.5, 147, 0
0.02,4.38,3.5, 78, 0
0.02,3.76,3.5, 10, 0
0.02,4.0,3.5, 7, 0
0.02,4.06,3.5, 180, 0
0.02,3.8,3.5, 100, 0
0.02,4.04,3.5, 22, 0
0.02,3.96,3.5, 1523, 0
0.02,4.22,3.5, 14, 0
0.02,3.84,3.5, 77, 0
0.02,3.84,3.5, 20, 0
0.02,3.66,3.5, 2, 0
0.02,4.26,3.5, 5, 0
0.02,3.78,3.5, 1194, 0
0.02,4.06,3.5, 119, 0
0.02,3.78,3.5, 147, 0
0.02,3.88,3.5, 99, 0
0.02,4.04,3.5, 685, 0
0.02,4.12,3.5, 223, 0
0.02,3.94,3.5, 684, 0
0.02,4.16,3.5, 184, 0
0.02,4.06,3.5, 76, 0
0.02,3.74,3.5, 18, 0
0.02,4.12,3.5, 62, 0
0.02,4.28,3.5, 28, 0
0.02,4.06,3.5, 186, 0
0.02,3.64,3.5, 52, 0
0.02,4.02,3.5, 20, 0
0.02,3.9,3.5, 59, 0
0.02,3.9,3.5, 84, 0
0.02,3.8,3.5, 21, 0
0.02,4.04,3.5, 21, 0
0.02,3.86,3.5, 29, 0
0.02,3.92,3.5, 73, 0
0.02,4.14,3.5, 21, 0
0.02,3.88,3.5, 29, 0
0.02,3.66,3.5, 47, 0
0.02,3.94,3.5, 18, 0
0.02,4.04,3.5, 1896, 0
0.02,3.8,3.5, 359, 0
0.02,3.84,3.5, 1104, 0
0.02,4.1,3.5, 25, 0
0.02,4.42,3.5, 18, 0
0.02,3.96,3.5, 5510, 0
0.02,3.72,3.5, 146, 0
0.02,3.88,3.5, 183, 0
0.02,3.86,3.5, 29, 0
0.02,3.8,3.5, 38, 0
0.02,3.78,3.5, 41, 0
0.02,3.94,3.5, 160, 0
0.02,4.1,3.5, 17, 0
0.02,3.88,3.5, 214, 0
0.02,4.64,3.5, 84, 0
0.02,3.68,3.5, 2079, 0
0.02,3.76,3.5, 45, 0
0.02,3.66,3.5, 55, 0
0.02,3.86,3.5, 72, 0
0.02,3.86,3.5, 4, 0
0.02,4.06,3.5, 204, 0
0.02,3.94,3.5, 166, 0
0.02,4.14,3.5, 87, 0
0.02,3.66,3.5, 65, 0
0.02,3.84,3.5, 172, 0
0.02,4.12,3.5, 23, 0
0.02,4.02,3.5, 16, 0
0.02,4.28,3.5, 74, 0
0.02,4.18,3.5, 23, 0
0.02,3.86,3.5, 1618, 0
0.02,3.88,3.5, 37, 0
0.02,3.82,3.5, 216, 0
0.02,4.16,3.5, 255, 0
0.02,3.94,3.5, 22, 0
0.02,3.82,3.5, 53, 0
0.02,3.86,3.5, 38, 0
0.02,3.84,3.5, 31, 0
0.02,3.98,3.5, 21, 0
0.02,3.94,3.5, 35, 0
0.02,3.68,3.5, 254, 0
0.02,3.56,3.5, 1558, 0
0.02,4.04,3.5, 22, 0
0.02,3.88,3.5, 611, 0
0.02,3.94,3.5, 1426, 0
0.02,4.18,3.5, 81, 0
0.02,3.88,3.5, 33, 0
0.02,3.8,3.5, 6353, 0
0.02,3.72,3.5, 12, 0
0.02,3.5,3.5, 37, 0
0.02,3.86,3.5, 91, 0
0.02,4.02,3.5, 4, 0
0.02,4.06,3.5, 557, 0
0.02,4.14,3.5, 63, 0
0.02,4.18,3.5, 113, 0
0.02,4.2,3.5, 827, 0
0.02,3.8,3.5, 43, 0
0.02,4.0,3.5, 241, 0
0.02,4.16,3.5, 44, 0
0.02,4.12,3.5, 96, 0
0.02,4.04,3.5, 171, 0
0.02,3.86,3.5, 152, 0
0.02,3.84,3.5, 26, 0
0.02,3.66,3.5, 64, 0
0.02,3.74,3.5, 8, 0
0.02,3.74,3.5, 154, 0
0.02,3.96,3.5, 2, 0
0.02,3.92,3.5, 13, 0
0.02,4.02,3.5, 13, 0
0.02,4.02,3.5, 83, 0
0.02,4.02,3.5, 63, 0
0.02,3.96,3.5, 9, 0
0.02,3.52,3.5, 24, 0
0.02,3.9,3.5, 79, 0
0.02,3.76,3.5, 89, 0
0.02,3.9,3.5, 66, 0
0.02,3.86,3.5, 119, 0
0.02,3.8,3.5, 138, 0
0.02,4.08,3.5, 241, 0
0.02,4.0,3.5, 62, 0
0.02,4.14,3.5, 9, 0
0.02,3.86,3.5, 1109, 0
0.02,3.78,3.5, 82, 0
0.02,4.04,3.5, 697, 0
0.02,3.52,3.5, 20, 0
0.02,4.14,3.5, 8, 0
0.02,3.82,3.5, 46, 0
0.02,3.78,3.5, 86, 0
0.02,3.86,3.5, 110, 0
0.02,3.94,3.5, 99, 0
0.02,4.0,3.5, 80, 0
0.02,4.18,3.5, 182, 0
0.02,4.28,3.5, 32, 0
0.02,4.16,3.5, 180, 0
0.02,3.84,3.5, 1059, 0
0.02,3.92,3.5, 619, 0
0.02,3.68,3.5, 67, 0
0.02,4.1,3.5, 19, 0
0.02,3.92,3.5, 126, 0
0.02,4.1,3.5, 52, 0
0.02,3.88,3.5, 179, 0
0.02,3.92,3.5, 474, 0
0.02,3.8,3.5, 105, 0
0.02,3.6,3.5, 1318, 0
0.02,3.8,3.5, 125, 0
0.02,3.82,3.5, 145, 0
0.02,4.04,3.5, 303, 0
0.02,3.66,3.5, 24, 0
0.02,3.78,3.5, 146, 0
0.02,3.92,3.5, 406, 0
0.02,3.7,3.5, 226, 0
0.02,3.96,3.5, 304, 0
0.02,3.9,3.5, 2061, 0
0.02,3.62,3.5, 402, 0
0.02,3.64,3.5, 176, 0
0.02,4.2,3.5, 477, 0
0.02,3.96,3.5, 68, 0
0.02,4.2,3.5, 54, 0
0.02,4.02,3.5, 42, 0
0.02,3.86,3.5, 118, 0
0.02,4.18,3.5, 97, 0
0.02,3.9,3.5, 29, 0
0.02,3.64,3.5, 162, 0
0.02,4.0,3.5, 62, 0
0.02,3.76,3.5, 636, 0
0.02,3.84,3.5, 53, 0
0.02,3.94,3.5, 21, 0
0.02,3.94,3.5, 212, 0
0.02,3.98,3.5, 44, 0
0.02,4.08,3.5, 4, 0
0.02,4.18,3.5, 7, 0
0.02,4.08,3.5, 98, 0
0.02,3.8,3.5, 31, 0
0.02,3.92,3.5, 90, 0
0.02,4.0,3.5, 93, 0
0.02,3.78,3.5, 291, 0
0.02,3.92,3.5, 23, 0
0.02,3.8,3.5, 147, 0
0.02,3.84,3.5, 3, 0
0.02,4.1,3.5, 803, 0
0.02,3.76,3.5, 2149, 0
0.02,3.74,3.5, 137, 0
0.02,4.18,3.5, 22, 0
0.02,3.7,3.5, 28, 0
0.02,3.9,3.5, 73, 0
0.02,3.72,3.5, 13, 0
0.02,3.84,3.5, 59, 0
0.02,3.88,3.5, 165, 0
0.02,4.1,3.5, 186, 0
0.02,4.2,3.5, 44, 0
0.02,3.74,3.5, 36, 0
0.02,4.06,3.5, 154, 0
0.02,4.08,3.5, 613, 0
0.02,3.94,3.5, 131, 0
0.02,3.88,3.5, 112, 0
0.02,3.6,3.5, 5, 0
0.02,4.26,3.5, 43, 0
0.02,4.2,3.5, 4916, 0
0.02,4.06,3.5, 458, 0
0.02,3.82,3.5, 1976, 0
0.02,3.6,3.5, 30, 0
0.02,3.98,3.5, 314, 0
0.02,4.06,3.5, 196, 0
0.02,3.98,3.5, 239, 0
0.02,4.0,3.5, 3, 0
0.02,3.96,3.5, 2, 0
0.02,4.04,3.5, 57, 0
0.02,3.94,3.5, 65, 0
0.02,4.02,3.5, 1596, 0
0.02,3.86,3.5, 5, 0
0.02,3.8,3.5, 70, 0
0.02,3.92,3.5, 161, 0
0.02,4.04,3.5, 171, 0
0.02,4.28,3.5, 1069, 0
0.02,3.98,3.5, 11, 0
0.02,3.84,3.5, 105, 0
0.02,4.02,3.5, 1, 0
0.02,3.96,3.5, 256, 0
0.02,3.78,3.5, 170, 0
0.02,3.86,3.5, 22, 0
0.02,4.1,3.5, 622, 0
0.02,4.08,3.5, 26, 0
0.02,4.08,3.5, 280, 0
0.02,4.14,3.5, 89, 0
0.02,4.02,3.5, 95, 0
0.02,4.04,3.5, 151, 0
0.02,3.94,3.5, 744, 0
0.02,4.32,3.5, 59, 0
0.02,3.98,3.5, 183, 0
0.02,3.92,3.5, 48, 0
0.02,4.02,3.5, 37, 0
0.02,3.96,3.5, 15, 0
0.02,4.02,3.5, 7, 0
0.02,3.98,3.5, 13, 0
0.02,4.02,3.5, 151, 0
0.02,4.0,3.5, 20, 0
0.02,3.72,3.5, 16, 0
0.02,3.98,3.5, 487, 0
0.02,3.78,3.5, 76, 0
0.02,3.92,3.5, 89, 0
0.02,3.76,3.5, 4311, 0
0.02,3.8,3.5, 173, 0
0.02,4.22,3.5, 23, 0
0.02,3.66,3.5, 26, 0
0.02,4.02,3.5, 13, 0
0.02,3.96,3.5, 72, 0
0.02,3.9,3.5, 110, 0
0.02,3.86,3.5, 714, 0
0.02,3.92,3.5, 6386, 0
0.02,3.8,3.5, 16, 0
0.02,4.0,3.5, 12801, 100
0.02,3.9,3.5, 65, 0
0.02,4.22,3.5, 680, 0
0.02,4.26,3.5, 20, 0
0.02,4.34,3.5, 104, 0
0.02,4.04,3.5, 265, 0
0.02,3.84,3.5, 808, 0
0.02,4.06,3.5, 58, 0
0.02,4.1,3.5, 46, 0
0.02,3.74,3.5, 10, 0
0.02,4.4,3.5, 129, 0
0.02,3.94,3.5, 25, 0
0.02,3.9,3.5, 107, 0
0.02,3.82,3.5, 43, 0
0.02,4.12,3.5, 105, 0
0.02,3.76,3.5, 90, 0
0.02,4.22,3.5, 1703, 0
0.02,4.28,3.5, 36, 0
0.02,3.62,3.5, 893, 0
0.02,3.64,3.5, 2, 0
0.02,3.82,3.5, 122, 0
0.02,3.92,3.5, 195, 0
0.02,4.1,3.5, 207, 0
0.02,4.0,3.5, 60, 0
0.02,3.98,3.5, 122, 0
0.02,4.04,3.5, 19, 0
0.02,3.98,3.5, 165, 0
0.02,3.88,3.5, 47, 0
0.02,4.02,3.5, 122, 0
0.02,3.68,3.5, 1, 0
0.02,4.1,3.5, 100, 0
0.02,4.08,3.5, 1, 0
0.02,3.76,3.5, 14, 0
0.02,3.62,3.5, 103, 0
0.02,3.92,3.5, 27, 0
0.02,3.94,3.5, 1, 0
0.02,4.18,3.5, 57, 0
0.02,3.92,3.5, 543, 0
0.02,4.02,3.5, 21336, 0
0.02,3.92,3.5, 13, 0
0.02,4.36,3.5, 9612, 0
0.02,3.86,3.5, 22, 0
0.02,4.28,3.5, 213, 0
0.02,3.9,3.5, 45, 0
0.02,4.22,3.5, 655, 0
0.02,3.7,3.5, 51, 0
0.02,4.16,3.5, 1698, 0
0.02,3.7,3.5, 69, 0
0.02,3.76,3.5, 633, 0
0.02,3.84,3.5, 12, 0
0.02,3.54,3.5, 1236, 0
0.02,3.92,3.5, 52, 0
0.02,3.86,3.5, 61, 0
0.02,4.14,3.5, 14, 0
0.02,3.92,3.5, 11, 0
0.02,3.96,3.5, 1314, 0
0.02,3.94,3.5, 203, 0
0.02,3.82,3.5, 8808, 0
0.02,3.96,3.5, 91, 0
0.02,4.26,3.5, 22, 0
0.02,3.8,3.5, 1643, 0
0.02,3.86,3.5, 622, 0
0.02,3.96,3.5, 297, 0
0.02,3.96,3.5, 49, 0
0.02,3.9,3.5, 522, 0
0.02,3.94,3.5, 270, 0
0.02,3.94,3.5, 1769, 0
0.02,4.14,3.5, 259, 0
0.02,4.0,3.5, 576, 0
0.02,3.56,3.5, 18, 0
0.02,3.72,3.5, 368, 0
0.02,4.12,3.5, 36, 0
0.02,4.0,3.5, 143, 0
0.02,3.82,3.5, 319, 0
0.02,3.7,3.5, 27, 0
0.02,4.14,3.5, 63, 0
0.02,4.06,3.5, 501, 0
0.02,4.06,3.5, 32, 0
0.02,4.08,3.5, 65, 0
0.02,4.02,3.5, 73, 0
0.02,4.0,3.5, 441, 0
0.02,4.0,3.5, 211, 0
0.02,4.08,3.5, 49, 0
0.02,3.86,3.5, 89, 0
0.02,4.34,3.5, 53, 0
0.02,3.9,3.5, 16247, 100
0.02,3.82,3.5, 63, 0
0.02,3.64,3.5, 617, 0
0.02,4.04,3.5, 21, 0
0.02,4.16,3.5, 1232, 0
0.02,3.7,3.5, 232, 0
0.02,3.6,3.5, 100, 0
0.02,3.84,3.5, 147, 0
0.02,4.0,3.5, 1186, 0
0.02,3.86,3.5, 2149, 0
0.02,4.14,3.5, 1038, 0
0.02,3.98,3.5, 266, 0
0.02,3.9,3.5, 43, 0
0.02,4.08,3.5, 11, 0
0.02,3.92,3.5, 156, 0
0.02,3.84,3.5, 20, 0
0.02,3.92,3.5, 18, 0
0.02,3.82,3.5, 39, 0
0.02,3.76,3.5, 2043, 0
0.02,3.56,3.5, 98, 0
0.02,3.68,3.5, 1387, 0
0.02,3.76,3.5, 38, 0
0.02,3.66,3.5, 27, 0
0.02,3.46,3.5, 555, 0
0.02,3.88,3.5, 218, 0
0.02,3.98,3.5, 20, 0
0.02,3.7,3.5, 376, 0
0.02,4.02,3.5, 57, 0
0.02,3.62,3.5, 537, 0
0.02,4.08,3.5, 53, 0
0.02,3.94,3.5, 192, 0
0.02,4.28,3.5, 711, 0
0.02,3.62,3.5, 187, 0
0.02,4.1,3.5, 6, 0
0.02,3.68,3.5, 1589, 0
0.02,4.12,3.5, 37, 0
0.02,3.68,3.5, 268, 0
0.02,3.88,3.5, 3, 0
0.02,3.84,3.5, 75, 0
0.02,4.14,3.5, 88, 0
0.02,3.76,3.5, 62, 0
0.02,4.08,3.5, 342, 0
0.02,3.8,3.5, 32, 0
0.02,4.16,3.5, 55, 0
0.02,4.02,3.5, 876, 0
0.02,3.58,3.5, 4662, 0
0.02,4.04,3.5, 880, 0
0.02,3.76,3.5, 208, 0
0.02,3.8,3.5, 419, 0
0.02,3.82,3.5, 53, 0
0.02,3.98,3.5, 9, 0
0.02,3.82,3.5, 10, 0
0.02,3.9,3.5, 6, 0
0.02,3.96,3.5, 82, 0
0.02,3.86,3.5, 226, 0
0.02,4.28,3.5, 151, 0
0.02,3.68,3.5, 122, 0
0.02,4.22,3.5, 395, 0
0.02,4.32,3.5, 221, 0
0.02,3.92,3.5, 531, 0
0.02,4.24,3.5, 13, 0
0.02,3.68,3.5, 124, 0
0.02,3.88,3.5, 415, 0
0.02,3.82,3.5, 1078, 0
0.02,3.7,3.5, 385, 0
0.02,4.26,3.5, 957, 0
0.02,4.12,3.5, 37, 0
0.02,3.94,3.5, 4, 0
0.02,4.04,3.5, 26, 0
0.02,4.22,3.5, 119, 0
0.02,3.7,3.5, 6, 0
0.02,3.76,3.5, 12, 0
0.02,4.08,3.5, 287, 0
0.02,3.56,3.5, 26, 0
0.02,3.74,3.5, 562, 0
0.02,3.82,3.5, 60, 0
0.02,3.84,3.5, 182, 0
0.02,3.88,3.5, 25, 0
0.02,3.66,3.5, 287, 0
0.02,3.8,3.5, 183, 0
0.02,3.98,3.5, 49, 0
0.02,3.66,3.5, 51, 0
0.02,4.06,3.5, 30, 0
0.02,4.2,3.5, 20, 0
0.02,4.04,3.5, 32, 0
0.02,3.68,3.5, 1, 0
0.02,3.98,3.5, 151, 0
0.02,3.7,3.5, 5, 0
0.02,3.96,3.5, 1391, 0
0.02,3.5,3.5, 26, 0
0.02,4.04,3.5, 10740, 100
0.02,4.06,3.5, 47, 0
0.02,4.0,3.5, 140, 0
0.02,3.92,3.5, 23, 0
0.02,3.98,3.5, 73, 0
0.02,4.22,3.5, 30, 0
0.02,4.1,3.5, 72, 0
0.02,4.06,3.5, 22, 0
0.02,3.8,3.5, 63, 0
0.02,3.84,3.5, 63, 0
0.02,4.16,3.5, 717, 0
0.02,4.02,3.5, 16, 0
0.02,3.78,3.5, 5, 0
0.02,4.18,3.5, 25, 0
0.02,4.06,3.5, 11, 0
0.02,3.9,3.5, 286, 0
0.02,3.7,3.5, 145, 0
0.02,3.76,3.5, 130, 0
0.02,3.58,3.5, 101, 0
0.02,3.94,3.5, 266, 0
0.02,4.38,3.5, 29, 0
0.02,3.96,3.5, 2754, 0
0.02,4.04,3.5, 19, 0
0.02,4.1,3.5, 4, 0
0.02,4.06,3.5, 24, 0
0.02,3.7,3.5, 3, 0
0.02,3.74,3.5, 85, 0
0.02,4.08,3.5, 838, 0
0.02,3.76,3.5, 4036, 0
0.02,3.68,3.5, 156, 0
0.02,4.14,3.5, 344, 0
0.02,3.5,3.5, 19, 0
0.02,3.68,3.5, 30, 0
0.02,4.18,3.5, 714, 0
0.02,3.9,3.5, 347, 0
0.02,4.0,3.5, 25, 0
0.02,4.16,3.5, 51, 0
0.02,3.82,3.5, 236, 0
0.02,3.78,3.5, 18, 0
0.02,3.84,3.5, 176, 0
0.02,3.82,3.5, 45, 0
0.02,3.96,3.5, 735, 0
0.02,3.76,3.5, 6, 0
0.02,4.04,3.5, 6406, 0
0.02,4.04,3.5, 579, 0
0.02,3.88,3.5, 84, 0
0.02,3.72,3.5, 2, 0
0.02,4.4,3.5, 1090, 0
0.02,4.32,3.5, 86, 0
0.02,3.74,3.5, 52, 0
0.02,4.1,3.5, 1789, 0
0.02,3.76,3.5, 1996, 0
0.02,4.0,3.5, 123, 0
0.02,3.88,3.5, 194, 0
0.02,3.88,3.5, 252, 0
0.02,3.98,3.5, 105, 0
0.02,3.92,3.5, 295, 0
0.02,3.78,3.5, 7615, 0
0.02,4.1,3.5, 300, 0
0.02,3.74,3.5, 4, 0
0.02,4.1,3.5, 135, 0
0.02,3.74,3.5, 385, 0
0.02,3.9,3.5, 25, 0
0.02,4.24,3.5, 1420, 0
0.02,3.96,3.5, 38, 0
0.02,3.76,3.5, 2498, 0
0.02,3.98,3.5, 1055, 0
0.02,4.14,3.5, 1056, 0
0.02,4.0,3.5, 4063, 0
0.02,4.12,3.5, 208, 0
0.02,4.04,3.5, 81, 0
0.02,3.46,3.5, 104, 0
0.02,3.74,3.5, 306, 0
0.02,4.06,3.5, 35, 0
0.02,3.7,3.5, 582, 0
0.02,3.9,3.5, 79, 0
0.02,3.96,3.5, 93, 0
0.02,4.16,3.5, 64, 0
0.02,4.04,3.5, 3145, 0
0.02,3.84,3.5, 2, 0
0.02,3.88,3.5, 351, 0
0.02,3.94,3.5, 215, 0
0.02,4.12,3.5, 11, 0
0.02,3.94,3.5, 70, 0
0.02,4.02,3.5, 3, 0
0.02,4.1,3.5, 305, 0
0.02,4.02,3.5, 437, 0
0.02,3.56,3.5, 410, 0
0.02,3.6,3.5, 20, 0
0.02,3.68,3.5, 110, 0
0.02,3.7,3.5, 2629, 0
0.02,3.64,3.5, 802, 0
0.02,3.98,3.5, 199, 0
0.02,4.36,3.5, 1312, 0
0.02,3.88,3.5, 97, 0
0.02,4.1,3.5, 4, 0
0.02,4.12,3.5, 2173, 0
0.02,3.8,3.5, 1653, 0
0.02,3.74,3.5, 1352, 0
