p, k, b/c, n, result
0.02,3.96,2.5, 118, 0
0.02,3.82,2.5, 9, 0
0.02,3.84,2.5, 5009, 0
0.02,3.76,2.5, 14, 0
0.02,4.36,2.5, 1120, 0
0.02,3.82,2.5, 73, 0
0.02,4.0,2.5, 14, 0
0.02,3.66,2.5, 73, 0
0.02,4.18,2.5, 131, 0
0.02,4.12,2.5, 1545, 0
0.02,3.98,2.5, 164, 0
0.02,3.88,2.5, 26, 0
0.02,3.92,2.5, 110, 0
0.02,3.82,2.5, 468, 0
0.02,4.0,2.5, 125, 0
0.02,4.04,2.5, 38, 0
0.02,3.74,2.5, 147, 0
0.02,4.0,2.5, 233, 0
0.02,3.66,2.5, 43, 0
0.02,3.98,2.5, 16, 0
0.02,4.34,2.5, 65, 0
0.02,3.94,2.5, 189, 0
0.02,3.84,2.5, 71, 0
0.02,4.14,2.5, 1323, 0
0.02,4.14,2.5, 243, 0
0.02,3.7,2.5, 60, 0
0.02,4.0,2.5, 415, 0
0.02,3.96,2.5, 49, 0
0.02,4.0,2.5, 68, 0
0.02,3.82,2.5, 386, 0
0.02,3.8,2.5, 175, 0
0.02,3.76,2.5, 112, 0
0.02,4.02,2.5, 3085, 0
0.02,3.22,2.5, 63, 0
0.02,4.22,2.5, 1297, 0
0.02,4.28,2.5, 121, 0
0.02,3.72,2.5, 161, 0
0.02,3.98,2.5, 82, 0
0.02,3.96,2.5, 12, 0
0.02,3.84,2.5, 962, 0
0.02,3.88,2.5, 5, 0
0.02,4.08,2.5, 252, 0
0.02,3.9,2.5, 24, 0
0.02,3.94,2.5, 170, 0
0.02,3.74,2.5, 7243, 0
0.02,3.72,2.5, 166, 0
0.02,4.34,2.5, 14, 0
0.02,3.66,2.5, 136, 0
0.02,3.88,2.5, 14, 0
0.02,3.78,2.5, 65, 0
0.02,4.12,2.5, 15, 0
0.02,3.94,2.5, 49, 0
0.02,3.64,2.5, 4, 0
0.02,3.76,2.5, 37, 0
0.02,4.04,2.5, 34, 0
0.02,3.86,2.5, 889, 0
0.02,3.9,2.5, 117, 0
