p, k, b/c, n, result
0.06,7.38,7.5, 122, 0
0.06,8.32,7.5, 94, 0
0.06,7.86,7.5, 641, 0
0.06,7.46,7.5, 75, 0
0.06,7.52,7.5, 58, 0
0.06,7.8,7.5, 165, 0
0.06,8.02,7.5, 733, 0
0.06,7.22,7.5, 61, 0
0.06,7.58,7.5, 1005, 0
0.06,7.6,7.5, 68, 0
0.06,7.5,7.5, 97, 0
0.06,7.66,7.5, 1, 0
0.06,8.66,7.5, 104, 0
0.06,7.92,7.5, 167, 0
0.06,7.54,7.5, 123, 0
0.06,7.78,7.5, 41, 0
0.06,7.94,7.5, 246, 0
0.06,7.7,7.5, 105, 0
0.06,7.48,7.5, 95, 0
0.06,7.82,7.5, 72, 0
0.06,7.64,7.5, 1531, 0
0.06,7.86,7.5, 1761, 0
0.06,7.46,7.5, 537, 0
0.06,7.7,7.5, 31, 0
0.06,7.88,7.5, 1333, 0
0.06,8.4,7.5, 1361, 0
0.06,7.64,7.5, 68, 0
0.06,8.08,7.5, 535, 0
0.06,7.56,7.5, 94, 0
0.06,7.54,7.5, 37, 0
0.06,8.02,7.5, 2, 0
0.06,8.0,7.5, 24, 0
0.06,7.84,7.5, 17, 0
0.06,8.1,7.5, 10, 0
0.06,7.58,7.5, 4, 0
0.06,8.12,7.5, 142, 0
0.06,7.66,7.5, 154, 0
0.06,7.72,7.5, 50, 0
0.06,7.88,7.5, 110, 0
0.06,7.96,7.5, 180, 0
0.06,8.28,7.5, 15, 0
0.06,7.98,7.5, 591, 0
0.06,7.78,7.5, 67, 0
0.06,7.44,7.5, 63, 0
0.06,7.98,7.5, 872, 0
0.06,7.86,7.5, 21, 0
0.06,8.16,7.5, 27, 0
0.06,8.6,7.5, 57, 0
0.06,7.98,7.5, 269, 0
0.06,7.8,7.5, 59, 0
0.06,7.84,7.5, 56, 0
0.06,8.12,7.5, 2021, 0
0.06,7.34,7.5, 793, 0
0.06,8.2,7.5, 308, 0
0.06,7.82,7.5, 348, 0
0.06,7.32,7.5, 30, 0
0.06,7.8,7.5, 69, 0
0.06,7.52,7.5, 48, 0
0.06,8.24,7.5, 3, 0
0.06,7.8,7.5, 8, 0
0.06,8.02,7.5, 81, 0
0.06,7.5,7.5, 64, 0
0.06,7.2,7.5, 155, 0
0.06,8.42,7.5, 2, 0
0.06,8.24,7.5, 217, 0
0.06,7.76,7.5, 378, 0
0.06,7.8,7.5, 102, 0
0.06,7.66,7.5, 72, 0
0.06,7.86,7.5, 532, 0
0.06,7.26,7.5, 1182, 0
0.06,7.76,7.5, 2157, 0
0.06,7.98,7.5, 61, 0
0.06,7.52,7.5, 17, 0
0.06,8.18,7.5, 60, 0
0.06,7.96,7.5, 148, 0
0.06,7.98,7.5, 107, 0
0.06,8.28,7.5, 312, 0
0.06,7.5,7.5, 141, 0
0.06,7.88,7.5, 51, 0
0.06,7.98,7.5, 665, 0
0.06,7.16,7.5, 168, 0
0.06,8.14,7.5, 24, 0
0.06,6.86,7.5, 104, 0
0.06,7.66,7.5, 106, 0
0.06,7.58,7.5, 468, 0
0.06,6.86,7.5, 286, 0
0.06,7.96,7.5, 161, 0
0.06,7.64,7.5, 42, 0
0.06,7.58,7.5, 40, 0
0.06,7.24,7.5, 514, 0
0.06,8.12,7.5, 25, 0
0.06,7.36,7.5, 189, 0
0.06,7.94,7.5, 6, 0
0.06,7.52,7.5, 924, 0
0.06,7.54,7.5, 31, 0
0.06,8.24,7.5, 267, 0
0.06,7.7,7.5, 4, 0
0.06,7.72,7.5, 22, 0
0.06,7.84,7.5, 428, 0
0.06,7.72,7.5, 54, 0
0.06,8.04,7.5, 3462, 0
0.06,7.6,7.5, 160, 0
0.06,8.28,7.5, 43, 0
0.06,7.94,7.5, 37, 0
0.06,7.2,7.5, 16, 0
0.06,8.08,7.5, 76, 0
0.06,7.22,7.5, 8, 0
0.06,7.82,7.5, 53, 0
0.06,7.96,7.5, 118, 0
0.06,7.34,7.5, 685, 0
0.06,7.62,7.5, 1091, 0
0.06,7.56,7.5, 253, 0
0.06,7.48,7.5, 51, 0
0.06,7.22,7.5, 330, 0
0.06,8.08,7.5, 13061, 100
0.06,7.76,7.5, 6, 0
0.06,8.1,7.5, 2509, 0
0.06,7.36,7.5, 10, 0
0.06,8.1,7.5, 451, 0
0.06,8.22,7.5, 26, 0
0.06,8.1,7.5, 76, 0
0.06,8.18,7.5, 79, 0
0.06,7.48,7.5, 22, 0
0.06,8.02,7.5, 71, 0
0.06,7.86,7.5, 29, 0
0.06,8.16,7.5, 41, 0
0.06,7.92,7.5, 582, 0
0.06,7.78,7.5, 154, 0
0.06,8.2,7.5, 272, 0
0.06,7.2,7.5, 141, 0
0.06,7.98,7.5, 1131, 0
0.06,7.58,7.5, 437, 0
0.06,7.64,7.5, 567, 0
0.06,7.78,7.5, 96, 0
0.06,8.12,7.5, 129, 0
0.06,7.44,7.5, 22, 0
0.06,7.26,7.5, 111, 0
0.06,8.02,7.5, 64, 0
0.06,7.58,7.5, 260, 0
0.06,7.68,7.5, 220, 0
0.06,8.2,7.5, 98, 0
0.06,8.26,7.5, 16, 0
0.06,7.82,7.5, 56, 0
0.06,7.62,7.5, 326, 0
0.06,8.18,7.5, 115, 0
0.06,7.92,7.5, 2, 0
0.06,8.16,7.5, 101, 0
0.06,7.68,7.5, 72, 0
0.06,7.64,7.5, 61, 0
0.06,7.98,7.5, 152, 0
0.06,7.2,7.5, 18, 0
0.06,7.72,7.5, 55, 0
0.06,8.06,7.5, 12, 0
0.06,7.64,7.5, 215, 0
0.06,7.52,7.5, 5, 0
0.06,7.34,7.5, 51, 0
0.06,7.84,7.5, 1491, 0
0.06,8.36,7.5, 28, 0
0.06,7.44,7.5, 69, 0
0.06,7.58,7.5, 676, 0
0.06,7.38,7.5, 19, 0
0.06,8.34,7.5, 5, 0
0.06,7.34,7.5, 22, 0
0.06,8.36,7.5, 195, 0
0.06,7.0,7.5, 37, 0
0.06,7.82,7.5, 119, 0
0.06,8.12,7.5, 297, 0
0.06,7.46,7.5, 10, 0
0.06,7.96,7.5, 88, 0
0.06,8.3,7.5, 196, 0
0.06,8.5,7.5, 765, 0
0.06,7.44,7.5, 93, 0
0.06,7.7,7.5, 118, 0
0.06,7.14,7.5, 11, 0
0.06,8.14,7.5, 142, 0
0.06,7.9,7.5, 1010, 0
0.06,7.72,7.5, 70, 0
0.06,8.16,7.5, 40, 0
0.06,7.9,7.5, 36, 0
0.06,7.26,7.5, 962, 0
0.06,7.38,7.5, 801, 0
0.06,7.7,7.5, 1, 0
0.06,7.82,7.5, 2, 0
0.06,8.08,7.5, 119, 0
0.06,8.18,7.5, 319, 0
0.06,8.32,7.5, 174, 0
0.06,8.1,7.5, 650, 0
0.06,8.52,7.5, 6, 0
0.06,7.58,7.5, 333, 0
0.06,7.64,7.5, 358, 0
0.06,7.58,7.5, 610, 0
0.06,7.58,7.5, 79, 0
0.06,7.18,7.5, 261, 0
0.06,8.04,7.5, 38, 0
0.06,7.68,7.5, 13, 0
0.06,7.66,7.5, 387, 0
0.06,7.74,7.5, 110, 0
0.06,7.82,7.5, 283, 0
0.06,8.08,7.5, 60, 0
0.06,7.94,7.5, 491, 0
0.06,7.9,7.5, 57, 0
0.06,7.5,7.5, 1, 0
0.06,7.96,7.5, 20, 0
0.06,7.62,7.5, 21, 0
0.06,8.2,7.5, 38, 0
0.06,7.84,7.5, 40, 0
0.06,7.66,7.5, 5, 0
0.06,7.96,7.5, 5, 0
0.06,8.24,7.5, 152, 0
0.06,8.4,7.5, 14, 0
0.06,7.18,7.5, 157, 0
0.06,7.1,7.5, 595, 0
0.06,8.4,7.5, 87, 0
0.06,7.78,7.5, 174, 0
0.06,8.14,7.5, 5, 0
0.06,7.68,7.5, 9, 0
0.06,8.12,7.5, 19, 0
0.06,8.24,7.5, 14, 0
0.06,7.58,7.5, 12866, 0
0.06,7.22,7.5, 48, 0
0.06,8.06,7.5, 142, 0
0.06,7.38,7.5, 92, 0
0.06,7.72,7.5, 135, 0
0.06,7.6,7.5, 497, 0
0.06,7.94,7.5, 33, 0
0.06,7.62,7.5, 10703, 0
0.06,7.62,7.5, 41, 0
0.06,7.82,7.5, 1565, 0
0.06,7.42,7.5, 572, 0
0.06,7.94,7.5, 180, 0
0.06,7.98,7.5, 30, 0
0.06,8.1,7.5, 6508, 0
0.06,7.7,7.5, 124, 0
0.06,7.96,7.5, 203, 0
0.06,7.24,7.5, 94, 0
0.06,7.52,7.5, 567, 0
0.06,7.6,7.5, 1162, 0
0.06,7.54,7.5, 51, 0
0.06,8.08,7.5, 60, 0
0.06,7.92,7.5, 46, 0
0.06,8.18,7.5, 110, 0
0.06,7.54,7.5, 7245, 0
0.06,7.6,7.5, 178, 0
0.06,8.14,7.5, 1128, 0
0.06,8.2,7.5, 86, 0
0.06,7.96,7.5, 201, 0
0.06,8.0,7.5, 438, 0
0.06,7.88,7.5, 44, 0
0.06,7.48,7.5, 15, 0
0.06,8.22,7.5, 46, 0
0.06,7.76,7.5, 78, 0
0.06,7.8,7.5, 42, 0
0.06,7.48,7.5, 206, 0
0.06,7.72,7.5, 244, 0
0.06,7.82,7.5, 16200, 100
0.06,7.74,7.5, 69, 0
0.06,7.6,7.5, 1188, 0
0.06,7.48,7.5, 253, 0
0.06,8.06,7.5, 115, 0
0.06,7.5,7.5, 1724, 0
0.06,7.84,7.5, 12928, 0
0.06,7.98,7.5, 56, 0
0.06,7.66,7.5, 84, 0
0.06,8.04,7.5, 4, 0
0.06,8.08,7.5, 14, 0
0.06,8.12,7.5, 211, 0
0.06,7.86,7.5, 236, 0
0.06,7.42,7.5, 163, 0
0.06,8.2,7.5, 21, 0
0.06,7.58,7.5, 2, 0
0.06,7.82,7.5, 85, 0
0.06,8.0,7.5, 99, 0
0.06,8.3,7.5, 23, 0
0.06,8.5,7.5, 106, 0
0.06,8.12,7.5, 6, 0
0.06,7.7,7.5, 352, 0
0.06,7.88,7.5, 807, 0
0.06,8.48,7.5, 237, 0
0.06,7.44,7.5, 1776, 0
0.06,7.58,7.5, 45, 0
0.06,7.54,7.5, 74, 0
0.06,7.94,7.5, 37, 0
0.06,7.86,7.5, 76, 0
0.06,7.62,7.5, 28, 0
0.06,7.78,7.5, 1486, 0
0.06,7.7,7.5, 71, 0
0.06,8.06,7.5, 148, 0
0.06,7.7,7.5, 139, 0
0.06,7.72,7.5, 1097, 0
0.06,8.12,7.5, 97, 0
0.06,7.68,7.5, 293, 0
0.06,7.62,7.5, 29, 0
0.06,8.0,7.5, 15, 0
0.06,8.2,7.5, 64, 0
0.06,7.96,7.5, 48, 0
0.06,8.52,7.5, 32, 0
0.06,7.1,7.5, 2, 0
0.06,7.94,7.5, 12, 0
0.06,7.72,7.5, 38, 0
0.06,8.16,7.5, 109, 0
0.06,7.32,7.5, 135, 0
0.06,8.12,7.5, 131, 0
0.06,8.1,7.5, 9, 0
0.06,7.68,7.5, 11, 0
0.06,7.08,7.5, 31, 0
0.06,8.18,7.5, 204, 0
0.06,7.42,7.5, 163, 0
0.06,7.44,7.5, 49, 0
0.06,8.4,7.5, 1142, 0
0.06,8.0,7.5, 34, 0
0.06,8.48,7.5, 38, 0
0.06,7.8,7.5, 2, 0
0.06,7.44,7.5, 120, 0
0.06,7.34,7.5, 21, 0
0.06,8.12,7.5, 22, 0
0.06,8.04,7.5, 361, 0
0.06,8.38,7.5, 36, 0
0.06,8.06,7.5, 19, 0
0.06,8.24,7.5, 9639, 100
0.06,7.98,7.5, 107, 0
0.06,7.7,7.5, 69, 0
0.06,7.88,7.5, 23, 0
0.06,7.52,7.5, 58, 0
0.06,7.86,7.5, 114, 0
0.06,6.96,7.5, 36, 0
0.06,7.26,7.5, 4, 0
0.06,7.62,7.5, 7, 0
0.06,7.76,7.5, 109, 0
0.06,7.68,7.5, 338, 0
0.06,7.02,7.5, 144, 0
0.06,8.76,7.5, 160, 0
0.06,7.84,7.5, 84, 0
0.06,7.36,7.5, 43, 0
0.06,7.48,7.5, 85, 0
0.06,7.74,7.5, 58, 0
0.06,7.96,7.5, 54, 0
0.06,7.8,7.5, 12, 0
0.06,8.0,7.5, 53, 0
0.06,7.96,7.5, 110, 0
0.06,7.98,7.5, 302, 0
0.06,7.74,7.5, 1510, 0
0.06,8.12,7.5, 4, 0
0.06,8.4,7.5, 92, 0
0.06,7.14,7.5, 1239, 0
0.06,7.58,7.5, 116, 0
0.06,7.94,7.5, 43, 0
0.06,7.2,7.5, 52, 0
0.06,7.42,7.5, 14, 0
0.06,8.28,7.5, 36, 0
0.06,8.04,7.5, 7, 0
0.06,7.84,7.5, 91, 0
0.06,8.08,7.5, 705, 0
0.06,7.62,7.5, 193, 0
0.06,7.54,7.5, 24, 0
0.06,7.84,7.5, 35, 0
0.06,7.5,7.5, 3, 0
0.06,8.14,7.5, 129, 0
0.06,7.56,7.5, 228, 0
0.06,7.64,7.5, 78, 0
0.06,8.52,7.5, 96, 0
0.06,7.84,7.5, 251, 0
0.06,7.58,7.5, 21, 0
0.06,8.46,7.5, 810, 0
0.06,8.38,7.5, 186, 0
0.06,8.28,7.5, 29, 0
0.06,7.76,7.5, 25, 0
0.06,8.08,7.5, 72, 0
0.06,7.7,7.5, 120, 0
0.06,7.42,7.5, 176, 0
0.06,7.66,7.5, 61, 0
0.06,8.2,7.5, 796, 0
0.06,8.22,7.5, 1163, 0
0.06,7.66,7.5, 10577, 100
0.06,7.84,7.5, 89, 0
0.06,7.12,7.5, 975, 0
0.06,7.64,7.5, 237, 0
0.06,7.7,7.5, 98, 0
0.06,7.82,7.5, 16, 0
0.06,7.62,7.5, 66, 0
0.06,8.46,7.5, 38, 0
0.06,7.94,7.5, 3, 0
0.06,8.16,7.5, 2203, 0
0.06,7.36,7.5, 61, 0
0.06,7.98,7.5, 50, 0
0.06,8.0,7.5, 865, 0
0.06,7.86,7.5, 283, 0
0.06,7.72,7.5, 29, 0
0.06,8.06,7.5, 55, 0
0.06,7.64,7.5, 62, 0
0.06,8.02,7.5, 251, 0
0.06,8.52,7.5, 44, 0
0.06,8.5,7.5, 274, 0
0.06,7.82,7.5, 277, 0
0.06,7.92,7.5, 6, 0
0.06,7.6,7.5, 96, 0
0.06,8.28,7.5, 151, 0
0.06,7.76,7.5, 137, 0
0.06,7.62,7.5, 28, 0
0.06,7.24,7.5, 7, 0
0.06,7.68,7.5, 93, 0
0.06,7.86,7.5, 1096, 0
0.06,8.14,7.5, 5, 0
0.06,8.22,7.5, 98, 0
0.06,8.38,7.5, 11, 0
0.06,8.32,7.5, 15, 0
0.06,7.12,7.5, 28, 0
0.06,8.44,7.5, 17, 0
0.06,8.0,7.5, 236, 0
0.06,8.3,7.5, 15517, 0
0.06,8.5,7.5, 292, 0
0.06,7.66,7.5, 61, 0
0.06,8.14,7.5, 15, 0
0.06,7.66,7.5, 3, 0
0.06,7.4,7.5, 25, 0
0.06,7.68,7.5, 55, 0
0.06,8.16,7.5, 6, 0
0.06,7.68,7.5, 2389, 0
0.06,7.7,7.5, 10, 0
0.06,7.6,7.5, 344, 0
0.06,8.28,7.5, 58, 0
0.06,7.5,7.5, 175, 0
0.06,7.4,7.5, 52, 0
0.06,8.14,7.5, 1422, 0
0.06,8.04,7.5, 24, 0
0.06,7.72,7.5, 1418, 0
0.06,7.46,7.5, 29, 0
0.06,7.14,7.5, 224, 0
0.06,7.34,7.5, 170, 0
0.06,7.58,7.5, 294, 0
0.06,7.44,7.5, 1165, 0
0.06,7.92,7.5, 88, 0
0.06,7.8,7.5, 4615, 0
0.06,7.88,7.5, 22, 0
0.06,8.06,7.5, 36, 0
0.06,8.38,7.5, 123, 0
0.06,8.08,7.5, 113, 0
0.06,7.66,7.5, 92, 0
0.06,6.92,7.5, 366, 0
0.06,8.0,7.5, 13, 0
0.06,7.48,7.5, 1274, 0
0.06,7.56,7.5, 61, 0
0.06,8.28,7.5, 60, 0
0.06,8.06,7.5, 546, 0
0.06,7.24,7.5, 127, 0
0.06,7.78,7.5, 11, 0
0.06,7.24,7.5, 178, 0
0.06,7.72,7.5, 456, 0
0.06,7.88,7.5, 8, 0
0.06,7.94,7.5, 57, 0
0.06,7.82,7.5, 33, 0
0.06,7.58,7.5, 85, 0
0.06,7.98,7.5, 566, 0
0.06,8.26,7.5, 38, 0
0.06,7.96,7.5, 130, 0
0.06,7.66,7.5, 4, 0
0.06,7.54,7.5, 280, 0
0.06,7.5,7.5, 204, 0
0.06,8.42,7.5, 155, 0
0.06,7.84,7.5, 18, 0
0.06,7.72,7.5, 6, 0
0.06,8.46,7.5, 353, 0
0.06,7.76,7.5, 1358, 0
0.06,7.5,7.5, 13, 0
0.06,8.88,7.5, 51, 0
0.06,7.72,7.5, 462, 0
0.06,8.04,7.5, 45, 0
0.06,7.84,7.5, 4, 0
0.06,8.08,7.5, 472, 0
0.06,8.14,7.5, 99, 0
0.06,8.34,7.5, 147, 0
0.06,7.74,7.5, 11, 0
0.06,8.12,7.5, 278, 0
0.06,7.9,7.5, 53, 0
0.06,7.62,7.5, 241, 0
0.06,8.42,7.5, 63, 0
0.06,7.66,7.5, 98, 0
0.06,7.3,7.5, 131, 0
