p, k, b/c, n, result
0.06,7.52,6.0, 8, 0
0.06,7.54,6.0, 67, 0
0.06,8.42,6.0, 85, 0
0.06,8.14,6.0, 495, 0
0.06,7.68,6.0, 526, 0
0.06,8.08,6.0, 705, 0
0.06,7.5,6.0, 2045, 0
0.06,7.98,6.0, 87, 0
0.06,7.96,6.0, 86, 0
0.06,7.5,6.0, 982, 0
0.06,7.44,6.0, 83, 0
0.06,8.28,6.0, 31, 0
0.06,8.0,6.0, 2, 0
0.06,7.8,6.0, 47, 0
0.06,7.54,6.0, 46, 0
0.06,8.36,6.0, 9, 0
0.06,8.28,6.0, 12, 0
0.06,8.12,6.0, 184, 0
0.06,7.84,6.0, 23, 0
0.06,7.76,6.0, 10, 0
0.06,7.58,6.0, 100, 0
0.06,8.12,6.0, 86, 0
0.06,7.66,6.0, 35, 0
0.06,7.28,6.0, 12579, 0
0.06,8.7,6.0, 1004, 0
0.06,7.52,6.0, 12, 0
0.06,7.52,6.0, 160, 0
0.06,7.9,6.0, 233, 0
0.06,8.08,6.0, 57, 0
0.06,7.5,6.0, 218, 0
0.06,7.56,6.0, 12, 0
0.06,7.5,6.0, 251, 0
0.06,7.34,6.0, 22, 0
0.06,7.82,6.0, 91, 0
0.06,7.66,6.0, 26, 0
0.06,7.88,6.0, 67, 0
0.06,7.48,6.0, 37, 0
0.06,7.6,6.0, 378, 0
0.06,7.96,6.0, 240, 0
0.06,7.32,6.0, 302, 0
0.06,7.84,6.0, 144, 0
0.06,7.88,6.0, 781, 0
0.06,7.84,6.0, 93, 0
0.06,7.92,6.0, 155, 0
0.06,8.14,6.0, 3805, 0
0.06,7.5,6.0, 274, 0
0.06,7.26,6.0, 145, 0
0.06,7.88,6.0, 138, 0
0.06,7.64,6.0, 15, 0
0.06,8.28,6.0, 112, 0
0.06,7.92,6.0, 1764, 0
0.06,7.9,6.0, 44, 0
0.06,8.0,6.0, 23, 0
0.06,7.16,6.0, 209, 0
0.06,7.68,6.0, 767, 0
0.06,7.3,6.0, 27, 0
0.06,8.06,6.0, 272, 0
0.06,8.4,6.0, 628, 0
0.06,8.02,6.0, 3634, 0
0.06,7.82,6.0, 2415, 0
0.06,8.02,6.0, 7, 0
0.06,7.24,6.0, 25, 0
0.06,7.9,6.0, 291, 0
0.06,7.86,6.0, 239, 0
0.06,7.34,6.0, 120, 0
0.06,8.14,6.0, 188, 0
0.06,7.94,6.0, 924, 0
0.06,7.6,6.0, 8, 0
0.06,7.8,6.0, 22, 0
0.06,8.24,6.0, 749, 0
0.06,7.44,6.0, 347, 0
0.06,8.1,6.0, 4, 0
0.06,7.94,6.0, 249, 0
0.06,7.88,6.0, 16, 0
0.06,7.8,6.0, 825, 0
0.06,7.64,6.0, 143, 0
0.06,7.58,6.0, 6, 0
0.06,7.68,6.0, 231, 0
0.06,7.7,6.0, 17, 0
0.06,7.72,6.0, 5, 0
0.06,7.3,6.0, 11, 0
0.06,7.58,6.0, 36, 0
0.06,7.72,6.0, 17, 0
0.06,7.72,6.0, 128, 0
0.06,8.08,6.0, 216, 0
0.06,8.42,6.0, 247, 0
0.06,8.38,6.0, 169, 0
0.06,7.72,6.0, 170, 0
0.06,8.46,6.0, 1104, 0
0.06,8.1,6.0, 180, 0
0.06,8.26,6.0, 202, 0
0.06,7.7,6.0, 42, 0
0.06,7.66,6.0, 750, 0
0.06,7.34,6.0, 67, 0
0.06,7.44,6.0, 281, 0
0.06,8.24,6.0, 414, 0
0.06,7.6,6.0, 98, 0
0.06,8.08,6.0, 115, 0
0.06,7.9,6.0, 113, 0
0.06,7.42,6.0, 108, 0
0.06,7.52,6.0, 35, 0
0.06,8.14,6.0, 157, 0
0.06,7.5,6.0, 1109, 0
0.06,7.6,6.0, 146, 0
0.06,7.44,6.0, 193, 0
0.06,7.5,6.0, 36, 0
0.06,7.42,6.0, 1129, 0
0.06,8.34,6.0, 155, 0
0.06,8.08,6.0, 4, 0
0.06,8.2,6.0, 77, 0
0.06,8.02,6.0, 134, 0
0.06,8.08,6.0, 93, 0
0.06,7.84,6.0, 22, 0
0.06,7.74,6.0, 42, 0
0.06,7.32,6.0, 150, 0
0.06,8.06,6.0, 4105, 100
0.06,7.36,6.0, 116, 0
0.06,7.68,6.0, 123, 0
0.06,7.6,6.0, 29, 0
0.06,7.88,6.0, 89, 0
0.06,7.68,6.0, 158, 0
0.06,7.96,6.0, 78, 0
0.06,8.06,6.0, 19, 0
0.06,7.62,6.0, 1192, 0
0.06,7.34,6.0, 100, 0
0.06,7.88,6.0, 795, 0
0.06,8.16,6.0, 233, 0
0.06,8.04,6.0, 4405, 0
0.06,7.64,6.0, 1005, 0
0.06,7.88,6.0, 159, 0
0.06,7.92,6.0, 37, 0
0.06,7.54,6.0, 122, 0
